title,company,location,posted,description,applicants,work_mode,link,data_coleta
Data Scientist,Tata Consultancy Services,Greater São Paulo Area,2 days ago,"Come to one of the biggest IT Services companies in the world!! Here you can transform your career! Why to join TCS? Here at TCS we believe that people make the difference, that's why we live a culture of unlimited learning full of opportunities for improvement and mutual development. The ideal scenario to expand ideas through the right tools, contributing to our success in a collaborative environment.We are looking for a Data Scientist with a strong focus on Generative AI, capable of designing, developing, and evolving solutions based on LLMs, intelligent agents, and cognitive automations. This professional will work in the creation of agent architecture, integration with corporate data, construction of automated service and decision support flows, in addition to the continuous experimentation of generative models applied to real business problems.The role requires a combination of data science, applied engineering, prompt engineering, RAG, and agent orchestration, with practical insight into how to scale GenAI solutions in a secure, governed, and measurable way.Responsibilities§ Design and implement Generative AI solutions based on LLMs for customer service, operational support, and process automation.§ Develop and orchestrate AI agents (single-agent and multi-agent), with decision-making, planning, and task execution capabilities.§ Build RAGE (Retrieval-Augmented Generation) pipelines by integrating LLMs into structured and unstructured foundations.§ Develop and optimize prompts, chunking strategies, embeddings, and semantic retrieval.§ Integrate agents and generative models with automation workflows, APIs, legacy systems, and fulfillment platforms.§ Evaluate quality, safety, and performance of GenAI solutions (hallucination, groundedness, latency, cost).§ Apply statistical and machine learning concepts for evaluation, experimentation, and continuous improvement of solutions.§ Work together with data, engineering, product, UX, and business teams to evolve solutions.§ Support the definition of standards, good practices, and governance for the use of Generative AI in a corporate environment.Hard Skills§ Solid experience with Generative AI and LLMs (OpenAI, Azure OpenAI, Anthropic, Google, or equivalent).§ Development of AI agents and orchestration frameworks (e.g., LangChain, LangGraph, CrewAI, Semantic Kernel or similar).§ Hands-on experience with RAG, embeddings, vectors, and vector bases.§ Strong Python domain and integration via APIs.§ Knowledge in Machine Learning and fundamentals of applied statistics.§ Experience with intelligent automations and integration with corporate systems.§ Knowledge of cloud architecture (Azure, AWS or GCP).§ Notions of MLOps / LLMOps (versioning, monitoring, evaluation and costs).Soft Skills§ Experimental and innovation-oriented mindset.§ Ability to transform business problems into solutions with agents and GenAI.§ Clear communication with technical and executive stakeholders.§ Autonomy, sense of ownership and continuous learning.§ Collaboration in multidisciplinary teams.Differentials§ Experience with corporate copilots, advanced chatbots, and virtual assistants.§ Experience in customer service automation or Backoffice projects with AI.§ Knowledge in AI governance, security, and ethics.§ Experience with advanced LLM evaluation (A/B testing, human feedback, custom metrics).§ Previous experience in regulated environments (banking, insurance, health, energy).What can you expect from us?• Professional development and constant evolution of your skills, always in line with your interests.• Opportunities to work outside Brazil• A collaborative, diverse and innovative environment that encourages teamwork.What do we offer?TCS Benefits – Brazil:Health insuranceDental PlanLife insuranceTransportation vouchersMeal/Food VoucherChildcare assistanceGympassTCS Cares – free 0800 that provides psychological assistance (24 hrs/day), legal, social and financial assistance to associatesPartnership with SESCReimbursement of CertificationsFree TCS Learning Portal – Online courses and live trainingInternational experience opportunityDiscount Partnership with Universities and Language SchoolsBring Your Buddy – By referring people you become eligible to receive a bonus for each hireTCS Gems – Recognition for performanceXcelerate – Free Mentoring Career PlatformAt TATA Consultancy Services we promote an inclusive culture, we always work for equity. This applies to Gender, People with Disabilities, LGBTQIA+, Religion, Race, Ethnicity. All our opportunities are based on these principles. We think of different actions of inclusion and social responsibility, in order to build a TCS that respects individuality. Come to be a TCSer!Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4383326360,2026-03-12
Cientista de Dados SR,Gauge,"São Paulo, São Paulo, Brazil",14 hours ago,"Somos uma empresa do Grupo Stefanini, especializados em marketing digital, utilizamos uma abordagem integrada que combina tecnologia, inteligência de dados, design e profundo conhecimento do comportamento do consumidor. Nosso foco está em potencializar os resultados de nossos parceiros, oferecendo soluções que vão desde consultoria estratégica até a execução e acompanhamento dos projetos.Com forte presença na América Latina e em expansão nos Estados Unidos, estamos sempre na vanguarda, aplicando as últimas tendências de mercado e mantendo um olhar atento à inovação contínua.Responsabilidades e atribuiçõesPrincipais atividades:Desenvolver, treinar e implementar modelos de machine learning e estatísticos para resolução de problemas de negócio.Realizar análise exploratória de dados para identificação de padrões, tendências e oportunidades.Construir e manter pipelines de dados e modelos preditivos em ambientes produtivos.Trabalhar em conjunto com áreas de negócio, engenharia de dados e tecnologia para traduzir problemas de negócio em soluções analíticas.Criar visualizações e apresentações de resultados para stakeholders técnicos e não técnicos.Garantir boas práticas de desenvolvimento e governança de dados.Apoiar na definição de arquitetura e estratégias de uso de dados e analytics.Requisitos e qualificaçõesRequisitos:Experiência sólida atuando como Cientista de Dados.Forte conhecimento em Python ou R para análise e modelagem de dados.Experiência com bibliotecas de machine learning (ex: Scikit-learn, TensorFlow, PyTorch, etc.).Conhecimento avançado em estatística, modelagem preditiva e análise de dados.Experiência com SQL e manipulação de grandes volumes de dados.Vivência com ambientes de cloud (AWS, Azure ou GCP).Experiência com deploy de modelos e pipelines de dados.Boa comunicação para apresentar resultados e insights.Informações adicionais🥳 Benefícios:Vale Refeição/Vale AlimentaçãoAssistência médicaAssistência odontológicaDay OffGympass/ TotalpassAuxílio CrecheAssistência PetAuxílio CombustívelAuxílio Home OfficeReembolso EducacionalPlataforma de saúde online e gratuitaE-learning - Academia Stefanini com diversos cursosMentoring - Plataforma de Mentoria (Essa é uma oportunidade para conhecer pessoas, desenvolver habilidades e compartilhar experiências.)Descontos em instituições para Graduação, Pós Graduação, Idiomas e CursosVantagens e descontos nos melhores estabelecimentosShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4382724418,2026-03-12
Cientista de dados - Berrini/São Paulo,DXON,"São Paulo, São Paulo, Brazil",9 months ago,"Desenvolver e aprimorar modelos preditivos, análise de risco e estratégias baseadas em dados. O(a) profissional será responsável por explorar grandes volumes de dados, construir modelos estatísticos e de machine learning, além de gerar insights que otimizem a tomada de decisão no processo de concessão de crédito.ResponsabilidadesDesenvolver, testar e implantar modelos de risco de crédito, incluindo credit scoring, propensão de inadimplência e recuperação de crédito.Explorar e tratar grandes volumes de dados para identificar padrões e tendências que impactam o risco de crédito.Criar e otimizar modelos de machine learning para melhorar a acurácia das decisões de crédito.Trabalhar com times de engenharia de dados para garantir a disponibilidade e qualidade dos dados utilizados.Implementar e monitorar modelos de crédito em produção, garantindo performance e compliance com regulamentações vigentes.Desenvolver dashboards e relatórios para acompanhar métricas de crédito e comportamento da carteira.Aplicar técnicas de Explainable AI (XAI) para garantir transparência nas decisões baseadas em modelos preditivos.Colaborar com times de negócios, risco e produtos financeiros para alinhar estratégias baseadas em dados.RequisitosFormação em Estatística, Engenharia, Ciência da Computação, Matemática, Economia ou áreas correlatas.Experiência sólida com modelagem estatística e machine learning, especialmente em problemas de crédito.Conhecimento avançado em Python, R ou SQL para análise e modelagem de dados.Experiência com bibliotecas e frameworks de machine learning, como Scikit-learn, XGBoost, TensorFlow ou PyTorch.Familiaridade com bancos de dados relacionais e não relacionais (SQL, NoSQL).Experiência com manipulação e limpeza de grandes volumes de dados.Habilidade em comunicação e visualização de dados, utilizando Power BI, Tableau ou Matplotlib/Seaborn.Conhecimento em regulamentações de crédito, como Basileia, LGPD e SCR, é um diferencial.Experiência em deploy de modelos em ambiente produtivo (MLOps) é um plus.DiferenciaisExperiência em modelagem de crédito em bancos, fintechs ou bureaus de crédito.Conhecimento em técnicas avançadas de machine learning, como modelos generativos e deep learning aplicados a crédito.Experiência com Big Data e computação em nuvem (AWS, Azure, GCP).Experiência com modelos de precificação e otimização de portfólio de crédito.BenefíciosSalário competitivo e compatível com o mercado.Modelo de trabalho híbrido.Oportunidade de crescimento e desenvolvimento profissional.Se você é apaixonado por dados e quer ajudar a construir soluções inovadoras para crédito, venha fazer parte do nosso time!Candidate-se agora!A vaga aceita trabalho remoto?NãoShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4243100867,2026-03-12
Cientista de Dados Junior/Pleno,EY,"São Paulo, São Paulo, Brazil",5 days ago,"Na EY, estamos comprometidos em moldar seu futuro com confiança.Nós ajudaremos você a ter sucesso em um ambiente globalmente conectado, repleto de equipes diversas, e a levar sua carreira para onde você desejar.Venha para EY e ajude-nos a construir um mundo de negócios melhor.Oportunidade disponível em modelo presencial (com flexibilidade) nos escritórios da EY em São Paulo e Rio de Janeiro.Você assumirá as seguintes responsabilidades:Foco em aprendizado e desenvolvimento de habilidades em ciência de dados.Auxiliar na coleta, limpeza e preparação de dados para análise.Realizar análises exploratórias de dados sob supervisão, identificando padrões e tendências iniciais.Apoiar na construção de visualizações de dados simples para relatórios e apresentações.Colaborar com membros da equipe em projetos de ciência de dados, aprendendo as melhores práticas e metodologias.Participar de reuniões de equipe e contribuir com ideias e feedback. Documentar processos e resultados de análises realizadas.Requisitos e habilidades que buscamos:Experiência Profissional em Ciência de Dados, Análise de Dados ou áreas afins.Experiência com linguagens de programação como Python, R ou Scala.Experiência com bibliotecas de ciência de dados (como Pandas, NumPy, Scikit-learn).Habilidade em criar visualizações de dados eficazes usando ferramentas como Tableau, Power BI ou bibliotecas de visualização em Python (Matplotlib, Seaborn).Experiência com bancos de dados relacionais (SQL) e não relacionais (NoSQL), além de conhecimento em otimização de consultas.Capacidade de identificar problemas complexos e desenvolver soluções baseadas em dados.Habilidade em comunicar resultados e insights de forma clara e eficaz para públicos não técnicos.Experiência em colaborar com equipes multidisciplinares, incluindo engenheiros de dados, analistas de negócios e stakeholders.DiferenciaisInglês intermediárioEspanhol básicoO que oferecemos:Acesse go.ey.com/beneficios e conheça nosso universo debenefícios.Na EY, você se desenvolve com habilidades voltadas para o futuro e se abastece de experiências de classe mundial. Nós capacitaremos você em um ambiente flexível e potencializaremos seus talentos extraordinários em uma cultura diversa e inclusiva, com equipes globalmente conectadas.Pelo 4o ano consecutivo, a EY está na lista do Great Place to Work como uma das melhores empresa para se trabalhar, com destaque para as categorias de diversidade. Você poderá fazer parte de nossos programas e grupos que, juntos a inúmeras iniciativas internas, apoiam nossa constante busca pela equidade.Você gostaria de moldar seu futuro com confiança? Inscreva-se hoje!Saiba mais sobre como é trabalhar na EY:Carreiras na EY LinkedIn @EY Instagram @eybrasilcarreirasShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4371597197,2026-03-12
Data Scientist III,Banco Bradesco,"Osasco, São Paulo, Brazil",2 days ago,"Sobre o BradescoO Bradesco é um dos maiores grupos financeiros do Brasil, com uma história marcada pelo pioneirismo e inovação. Por meio da nossa carteira amplamente diversificada de produtos financeiros, serviços bancários e de seguros contribuímos com a realização das pessoas e o crescimento sustentável de empresas e sociedade. Venha fazer parte do nosso ecossistema financeiro e impactar a experiência de milhões de pessoas!No Bradesco valorizamos a diversidade em todas as suas formas. Por isso, as nossas vagas são abertas a todas as pessoas, independentemente de gênero, raça, orientação sexual, deficiência, idade ou qualquer outra característica.Saiba mais em https://banco.bradesco/html/classic/sobre/index.shtmResponsabilidades e atribuiçõesO que é o nosso time de Gerenciamento de Riscos Financeiros (GRF)?Promovemos e viabilizamos o controle de riscos e a alocação de capital, através de práticas robustas e da certificação da existência, da execução e da efetividade de controles que assegurem níveis aceitáveis de riscos nos processos da Organização, de forma independente, consistente, transparente e integrada.Modelo de trabalho : Híbrido - 3x PresencialUnidade: Osasco - SPComo será seu dia a dia?Sendo Data Scientist III, atuará na gerência de Risco de Crédito e suas principais atividades serão:Propor governança e limites para gerenciar o risco de crédito das unidades de negócio de Atacado;Monitorar e reportar os indicadores de apetite a risco de crédito (RAS) associados as unidades de negócio de Atacado;Monitorar e reportar os limites estabelecidos para gerenciar o risco de crédito das unidades de negócio de Atacado;Apoiar a proposição e a revisão dos indicadores e da governança do apetite a risco de crédito;Produzir relatórios gerenciais de risco de crédito das unidades de negócio de Atacado, abordando valores agregados de exposição ao risco de crédito, exposições sujeitas ao risco de concentração;Dar suporte nas requisições do BCB associadas a risco de crédito das unidades de negócio de Atacado;Criar dashboards a fim de facilitar as análises que envolvem o risco de crédito;Consolidar e extrair informações que estão no databricks utilizando linguagem de programação.Requisitos e QualificaçõesO que você precisa ter ou saber?Conhecimento em Produtos Bancários, noções de riscos e mercado financeiro;PythonSerá um diferencial se você tiver:Inglês intermediário;Conhecimento de ferramentas de BI.O que nós oferecemosNo Bradesco valorizamos a saúde e bem-estar, oferecendo um extenso portfólio de benefícios a todas nossas pessoas funcionárias:PLR ou Bônus: Conforme a elegibilidade de cargo*Convênio MédicoConvênio OdontológicoSeguro de VidaVale AlimentaçãoVale Refeição13º Cesta AlimentaçãoTotal PassVale Transporte (adesão opcional)Descontos em produtos e serviços em empresas parceirasPrevidência Privada (adesão opcional, com participação financeira da Organização Bradesco)Viva Bem Bradesco: programa de saúde, bem-estar e qualidade de vidaUnibrad: Universidade Corporativa BradescoIsenção de Tarifas: condições especiais em diversos produtos e serviçosAuxílio Creche ou BabáLicença Paternidade estendida de 20 diasLicença Maternidade de 180 dias, acompanhamento assistencial da gestação até o pós-partoShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4383300550,2026-03-12
Staff Data Scientist,Pagaleve,"São Paulo, São Paulo, Brazil",1 week ago,"A Pagaleve é uma empresa do setor de“Buy Now Pay Later”, umastartup fintechinovadora e uma das primeiras empresas a oferecer pagamento parcelado no PIX, sem juros, e sem a necessidade de usar cartão de crédito. Temos como objetivo oferecer a lojistas um novo método de pagamento, para aumentar suas vendas de um jeito simples, descomplicado e ágil, mas também temos como objetivo oferecer às pessoas a oportunidade de comprar aquilo que desejam, sem se comprometerem com os altos juros do cartão de crédito.Responsabilidades e atribuiçõesEsta é umaposição técnicade alto nível para alguém que quer ir além de construir modelos. Buscamos alguém apaixonado por expandir os limites do que é possível com ML e por trazer as últimas inovações para produção. Você será responsável pela nossa plataforma de modelos, a referência técnica do time de Ciência de Dados e a ponte entre Ciência de Dados, Engenharia e demais áreas da Pagaleve. Se você se empolga com modelos fundacionais, Graph Neural Networks e AutoML de ponta e quer aplicar essas tecnologias a problemas reais e difíceis de crédito, fraude e comportamento do usuário, essa posição foi feita para você.ResponsabilidadesPesquisar, avaliar e implementar técnicas e tecnologias de ponta — incluindo modelos fundacionais, Graph Neural Networks e AutoML — trazendo o estado da arte para aplicações reais com impacto no negócio.Ser o responsável técnico pela plataforma de modelos da Pagaleve: garantir pipelines robustos, monitoramento adequado e modelos operando com qualidade em produção.Desenvolver e manter modelos de alta complexidade em crédito, risco, fraude e comportamento do usuário — do desenvolvimento à operação em produção.Ser a referência técnica do time de Ciência de Dados: conduzir design reviews, code reviews e apoiar outros cientistas nas decisões técnicas mais difíceis.Atuar como ponte entre Ciência de Dados, Engenharia e demais times da Pagaleve — participando de decisões de arquitetura e garantindo que os modelos se integrem bem aos sistemas e processos da empresa.Comunicar decisões técnicas e tradeoffs com clareza para audiências técnicas e de negócio.Requisitos e qualificaçõesO que buscamosCuriosidade genuína pelo estado da arte em ML — e histórico de levar essas ideias à implementação.5+ anos com modelos de machine learning em produção, preferencialmente em crédito, risco ou fraude.Experiência sólida com plataformas de modelos e MLOps: pipelines de treinamento e deploy, feature stores, monitoramento e detecção de drift.Domínio de fundamentos de ML: gradient boosting, redes neurais, feature engineering, explicabilidade e tradeoffs de viés-variância.Capacidade de ser referência técnica e elevar o nível do time — você revisa trabalhos, identifica problemas de abordagem e propõe alternativas.Habilidade de colaborar com times multidisciplinares, traduzindo necessidades de negócio em soluções técnicas e vice-versa.Proficiência avançada em Python e boas práticas de engenharia de software.Você se destaca se tiverFamiliaridade com técnicas avançadas como modelos fundacionais, AutoGluon, Graph Neural Networks ou GraphGPS aplicados a problemas reais.Experiência na gestão e evolução de plataformas de modelos em produção, com foco em escalabilidade e confiabilidade.Experiência com score de crédito, PD/LGD, precificação de risco ou anti-fraude em fintechs ou instituições financeiras.Experiência com MLOps: Airflow, MLflow, Feast ou similares.Mestrado ou Doutorado em área quantitativa.Inglês fluente/avançadoPor que a Pagaleve?Espaço e incentivo para explorar o estado da arte — de modelos fundacionais a novas arquiteturas — e implementar essas tecnologias em produção.Problemas difíceis de verdade: crédito, fraude, comportamento e com alto volume de dados desde o início.Responsabilidade pela plataforma de modelos com autonomia real para evoluí-la seguindo as melhores práticas do mercado.Interface direta com Engenharia, Produto e outras áreas, com impacto real nas decisões do negócio.Informações adicionaisRemuneração competitiva;Pensando no seu bem-estar e no de toda sua família, oferecemos plano de saúde com cobertura 100% do titular e 75% para o primeiro dependente;Convênio Odontológico;Cupom de desconto mensal nas lojas que aceitam o Pix Parcelado;Day off no dia do seu aniversário;Ifood Benefícios;Gympass;Seguro de Vida Coletivo;Modelo flexível de trabalho.Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4378117230,2026-03-12
Cientista de Dados Sênior - SP,innolevels,Greater São Paulo Area,2 days ago,"LinkedIn WhatsApp Facebook X Estamos contratando Cientista de Dados Sênior para a execução de projetos de transformação digital, desenvolvendo ferramentas inovadoras para entregar a melhor experiência para os usuários da plataforma de uma grande empresa. Para essa evolução, é necessário conhecimento em:Python, R e SQL avançado. Machine Learning, estatística e modelagem preditiva. Big Data:Spark, Hadoop, Databricks. Ferramentas de visualização:Power BI, Tableau, Matplotlib, Seaborn. Bancos de dados relacionais e não relacionais (SQL Server, PostgreSQL, MongoDB). ETL/ELT e pipelines de dados. Cloud computing:AWS, Azure, GCP. RESPONSABILIDADES PRINCIPAIS Vivência com projetos modelagem, estatística, Machine Learning e Business Analytics. Experiência em implementação de modelos de predição e análise de grande volume de dados. Graduação em Estatística, Matemática, Engenharia, Ciência da Computação, TI ou áreas correlatas. Pós-graduação, MBA ou especialização em Data Science, Machine Learning, Analytics ou Inteligência Artificial. Certificações desejáveis:Data Science/Machine Learning (ex. Microsoft, Google, IBM, DataCamp)/Big DataFormação AcadêmicaNão informadoSalárioA combinarCargoOutrosEmpresaInnolevelsAtua como reparação e manutenção de computadores e de equipamentos periféricos.RamoInformática/ Tecnologia(GB)Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4381793521,2026-03-12
Cientista de dados Pleno,Cielo,"Barueri, São Paulo, Brazil",2 weeks ago,"Somos mais que uma máquina, somos pessoas que transformam ecriam infinitas possibilidades.Trabalhamos parasimplificar e impulsionar negócios para todas as pessoas, oferecendo soluções financeiras inteligentes. Aqui, investimos emtecnologia, promovemosdesenvolvimentoe fomentamos ainovaçãopara criar novos caminhos possíveis e gerar impacto positivo no mundo.Na Cielo, a gente trabalha comautonomiapara escrever nossa própria jornada,liberdadepara ser quem a gente é, e a oportunidade defazer acontecer. Somos um time quesonha no plural, oferecendo uma experiência completa e focando no bem-estar físico e mental de nossos mais de 7.000 colaboradores e suas famílias.Acreditamos nainclusão e acolhimentode todas as pessoas, com suas singularidades e diversidade de vivências.Conheça mais sobre a área:Nossa missão é analisar dados e perfis, garantindo o direcionamento correto dos produtos de prazo para os clientes e otimizando a conversão da força comercial. Utilizamos técnicas avançadas de modelagem analítica e estatística para assegurar rentabilidade e gerar valor estratégico para a companhia.Bora realizar seus sonhos com a gente!Juntos com você, em infinitas possibilidades.Responsabilidades e atribuiçõesTem lugar para você nesse propósito:Apoiar análises do time de modelagem por meio do desenho de construção de features para produtos de prazo no varejo.Mapear necessidades das áreas de negócio, avaliar requisitos de dados, construir códigos analíticos e acompanhar a implementação e resultados das análises.Desenvolver e implementar modelos analíticos utilizando técnicas estatísticas, identificando padrões, tendências e oportunidades de otimização.Colaborar com equipes multidisciplinares para traduzir problemas de negócio em soluções de modelagem de dados.Interpretar resultados dos modelos e comunicar insights de forma clara.Requisitos e qualificaçõesO que o #TimeCielo espera de você?Formação superior em Estatística, Matemática, Engenharia, Ciência da Computação, Economia ou áreas correlatas.Experiência com analises estatísticas.Conhecimento em linguagens de programação como Python e ferramentas de manipulação de dados (SQL).Familiaridade com técnicas estatísticas e de análise de grande volume de dados.Capacidade de traduzir dados em insights acionáveis e comunicar resultados de forma clara.Desejável experiência com ferramentas de visualização (Power BI, Tableau) e ambientes de Big Data.Informações adicionaisPor que viver infinitas possibilidades ao nosso lado?Assistência Médica e Odontológica;Remuneração Variável Anual (PPR);Auxílio Refeição e Alimentação;Fretado/vale-transporte ou estacionamento;Modelo Híbrido;Auxílio Trabalho Remoto;Seguro de Vida;Seguro residencial e automóvel;Assistência funeral familiar;Previdência Privada;Canal de apoio à especialistas (nutrição, psicologia, ginecologia, etc);Campanha de Vacinação;Acesso à diversos cursos em nossa plataforma Educa;Wellhub;Programa de Gestação Saudável;Licença Maternidade e Paternidade estendida;Auxílio Creche;Day Off de Aniversário;Dress Code Flexível;Horário Flexível;Sexta curta;Almoço estendido (1h30).Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4337899562,2026-03-12
Cientista de Dados Pleno/Sênior,Jump,"São Paulo, São Paulo, Brazil",1 month ago,"Cientista de DadosSenioridade:PlenoBreve Resumo do Projeto:Profissional com foco em análise avançada, modelagem preditiva e machine learning. Responsável por coletar, tratar e processar grandes volumes de dados, além de desenvolver modelos estatísticos e preditivos e criar dashboards e visualizações para apoiar decisões de negócio. Atuação em projetos de governança, automação e qualidade de dados, colaborando com áreas como TI, Produto e Marketing. Necessário domínio em Python, R, SQL, Spark, Hadoop e Databricks, além de experiência com Power BI, Tableau e cloud (AWS, Azure ou GCP). Desejável certificações em Data Science, Machine Learning ou Big Data e perfil analítico, colaborativo e orientado a resultados.Descrição das Principais Atividades e Reponsabilidades:Coletar, processar e tratar dados de diferentes fontes e formatos.Construir modelos preditivos, estatísticos e de Machine Learning.Criar visualizações e dashboards para interpretação de dados.Realizar análises exploratórias e identificar padrões e tendências.Apoiar áreas de negócio com insights baseados em dados.Garantir qualidade, confiabilidade e governança dos dados utilizados.Automatizar processos de análise e geração de relatórios.Documentar processos, modelos e métricas para replicabilidade.Colaborar com equipes multidisciplinares (TI, Produto, Marketing, Financeiro).Descrição Perfil Técnico:Python, R e SQL avançado.Machine Learning, estatística e modelagem preditiva.Big Data: Spark, Hadoop, Databricks.Ferramentas de visualização: Power BI, Tableau, Matplotlib, Seaborn.Bancos de dados relacionais e não relacionais (SQL Server, PostgreSQL, MongoDB).ETL/ELT e pipelines de dados.Cloud computing: AWS, Azure, GCP.Documentação de modelos, processos e resultados.Diferenciais:Data Science/Machine Learning (ex.: Microsoft, Google, IBM, DataCamp)Big Data & Analytics (ex.: Databricks, AWS, Azure ML)Competências Comportamentais:Pensamento analítico e crítico.Comunicação clara e objetiva com áreas de negócio e TI.Proatividade e autonomia.Curiosidade e postura investigativa.Colaboração em equipes multidisciplinares.Capacidade de traduzir modelos complexos em insights acionáveis.Foco em resultados e melhoria contínua.Como Aplicar:Para se candidatar envie seu curriculo com o título da oportunidade para o e-mail recrutamento@jumplabel.com.br ou se candidate pelo nosso site de VAGAS.Informações da Empresa:Nascida do objetivo de atender projetos e prestar serviços de forma eficiente e diferenciada somos uma empresa especializada em serviços de tecnologia e análise de dados, contando com uma equipe altamente capacitada em diversas áreas. Atendemos uma variedade de projetos, oferecendo expertise na captação e análise de dados, bem como a concepção e desenvolvimento de produtos.Diferenciamo-nos pelo uso de uma metodologia única, proporcionando resultados de alta performance e qualidade com agilidade e eficiência.Acreditamos em ultrapassar o convencional, trazendo inovação para todos os segmentos de negócio.Com mais de 12 anos de experiência no mercado de tecnologia,a Jump destaca-se como a parceira ideal para extrair o máximo potencial de seus dados de maneira eficaz e ágil.Nossa equipe especializada está sempre pronta para atender às necessidades específicas de nossos clientes em dados, a qualquer momento.Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4368507790,2026-03-12
Especialista Cientista de Dados (Foco: IA Generativa),Minerva Foods,"São Paulo, São Paulo, Brazil",4 weeks ago,"A Minerva Foods é líder na exportação de carne bovina na América do Sul e atua no segmento de carnes processadas, comercializando seus produtos em mais de 100 países. Além do Brasil, a Minerva Foods está presente na Argentina, Colômbia, Paraguai, Uruguai e possui plantas especializadas em ovinos na Austrália e Chile.A área de Business Analytics tem como propósito resolver problemas de negócio complexos. Em outras palavras, a equipe de Business Analytics utiliza técnicas de estatística, algoritmos, IA, métodos estocásticos e de otimização para modelar dados internos e externos para gerar informações valiosas que possam conduzir ações de melhoria de negócios.Estamos em busca de um candidato que traga um pensamento estruturado, um viés para a ação (hands-on), com experiência em projetos de agentes e LLM (Generative AI), habilidades de comunicação e um espírito de colaboração.Responsabilidades e atribuições:Desenvolver soluções eagentesbaseadas emmodelos de linguagem natural (LLMs)para aplicação em produtos, processos e serviços da empresa;Realizarfine-tuning e customização de modelos pré-treinados;Projetar e implementarpipelines de dados para treinamento e avaliação de modelos, incluindo pré-processamento, tokenização e curadoria de datasets;Integrar modelos deIA generativa a sistemas corporativos, APIse fluxos de negócio, promovendo automação e geração de valor;Explorar e aplicartécnicas de RAG, embeddings e arquiteturas híbridas quando necessário;Explorar e aplicar técnicas deengenharia de prompt;Monitorar e avaliar o desempenho de modelos com métricas adequadas;Propor melhorias contínuas nos sistemas, buscando inovações e melhores práticas em desenvolvimento;Atuar junto a times de desenvolvimento, dados e produto para garantir soluções robustas, seguras e alinhadas às necessidades do negócio;Documentar processos, experimentos e boas práticas, contribuindo para a evolução do conhecimento técnico da área.Requisitos e qualificações:Graduação completa emCiência da Computação,Engenharia da Computação,Sistemas de Informação,Matemática,Estatísticaou áreas correlatas;Pós-graduação, MBA ou mestrado emInteligência Artificial,Machine Learning,Ciência de DadosouComputação Cognitiva(desejável);Conhecimento demodelos de linguagem, seus limites e capacidades;Proficiência na linguagem Python;Familiaridade comciclo de vida de modelos de IA: desde o desenvolvimento até o deploy e monitoramento;Proficiência com ferramentas de versionamento;Boa comunicação para explicar abordagens técnicas a públicos não técnicos;Proatividade, curiosidade e aprendizado contínuo.Informações adicionais:Experiência com o desenvolvimento de API’s REST em Python (Flask, Django, FastAPI etc);Conhecimento em aplicações web, integrações, APIs e webservices;Conhecimento em integrações com whatsapp;Experiência com tecnologias em nuvem (preferencialmente Azure) e on-premises;Experiência de no mínimo 3 anos atuando em projetos de IA aplicados a casos reais (não específico generativa);Conhecimento em orquestração de containers Docker;Inglês - Nível Avançado;Espanhol - Nível Intermediário.Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4356437426,2026-03-12
