title,company,location,posted,description,applicants,work_mode,link,data_coleta
Data Scientist [All Levels],Nubank,"São Paulo, São Paulo, Brazil",1 week ago,"About UsNu was born in 2013 with the mission to fight complexity to empower people in their daily lives by reinventing financial services. We are one of the world’s largest digital banking platforms, serving millions of customers across Brazil, Mexico, and Colombia. For more information, visit our institutional page https://international.nubank.com.br/careers/Data Science at NubankData Science is essential to every part of the business at Nubank, since Day 1. Most areas of the company use data science to some extent. Data Scientists are responsible for translating business needs into models and other types of data-driven solutions.As a Data Scientist, you’re expected toInteract with other team members to understand how to best apply data science and artificial intelligence to Nubank’s problems;Investigate problems and discover insights through exploratory data analysis and other quantitative methods;Have great numerical and analytical literacy, including knowledge of statistics and linear algebra as needed;Work on multiple stages of the ML model lifecycle–from ideation to training and steady-state operation;Work across multiple types of models, algorithms and learning paradigms;Communicate technical points, decisions and tradeoffs to peers and stakeholders;Our ideal candidateHas experience working with ML models in a production environment;Understands possible pitfalls and tradeoffs when applying ML to real-word, sometimes messy problems;Is familiar with the technical aspects of learning theory and algorithms and is able to discuss details if needed;Has experience working with the Python scientific stack (Numpy, Pandas, Scipy, Sklearn, Boosted Tree Libraries, etc);Has experience working with Tensor/Deep Learning libraries such as Tensorflow and Pytorch;Is able to connect analytical outcomes to business priorities and advise stakeholders on the best course of action;Has good communication skills and is able to convey technical topics and decision points to diverse audiences;Has experience writing general-purpose code using modern tools;Understands the implications of causality when applying ML to problems;Is up-to-date with recent developments in the area as a whole and is able to identify opportunities for improvement and innovation;Our BenefitsChance of earning equity at NubankFood/ Meal Card (Vale-Refeição and/or Vale Alimentação)Public Transportation Commuting Benefit (Vale-Transporte)NuCare – Psychological, Financial and Legal Assistance ProgramLife InsuranceMedical PlanDental PlanNuLanguage – Language Course ProgramNucleo - Our learning platform of coursesExtended Parental LeaveDaycare AllowanceParental ConsultancyWork-from-home AllowanceGym Partnerships30 days of paid vacationWork Model for this RoleHybrid 2-3 times/week:Our hybrid work model brings us to the office at least twice a week, on strategic days designed to maximize team connection and collaboration. For more details, visit https://building.nubank.com/nu-hybrid-work-model/Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4364197061,2026-02-23
"Cientista de Dados (Brasil, Remoto)",Dell Technologies,"São Paulo, São Paulo, Brazil",2 days ago,"A área de Engenharia Centrada em IA é dinâmica e empolgante, fazendo parte do Escritório do CTO (OCTO) da Dell. Conduzimos pesquisas e engenharia voltadas para o futuro da Dell Technologies em um ambiente de alta visibilidade e colaboração intensa. Nossa equipe é especializada no desenvolvimento de soluções avançadas de IA que capacitam empresas a inovar, se comunicar e otimizar operações de maneiras nunca antes possíveis. Somos compostos por pessoas apaixonadas e dedicadas a ultrapassar os limites da tecnologia de IA.Junte-se a nós para realizar o melhor trabalho da sua carreira e causar um impacto social profundo comoCientista de Dadosem nossa equipe no Brasil (remoto).O que você conquistaráComoCientista de Dadosvocê será responsável por contribuir com a estratégia de negócios e influenciar a tomada de decisões com base em informações obtidas por meio de análises aprofundadas. Você produzirá recomendações acionáveis e envolventes ao interpretar insights de conjuntos de dados complexos. Também irá projetar processos para consolidar e examinar dados não estruturados, gerando insights relevantes. Além disso, colaborará com líderes de negócios, engenheiros e especialistas da indústria para construir modelos preditivos, algoritmos e motores de probabilidade.Você IráColaborar com equipes internas e externas para entender os requisitos dos clientes e desenvolver soluções personalizadas utilizando modelos de IA generativa;Desenvolver aplicações de IA utilizadas em diferentes áreas da Dell, com o objetivo de transformar e modernizar a empresa;Desenvolver e conduzir testes para avaliar a eficácia de algoritmos em diferentes casos analíticos;Manter-se atualizado com os avanços mais recentes em pesquisa de IA e aplicar técnicas de ponta para aprimorar o desempenho dos modelos;Realizar testes rigorosos, validação e avaliação de desempenho das soluções de IA.Dê o primeiro passo em direção à carreira dos seus sonhosCada Membro Da Equipe Da Dell Technologies Traz Algo Único Para a Mesa. Aqui Está o Que Estamos Procurando, Com Esta FunçãoRequisitos EssenciaisFormação acadêmica: Graduação completa em Ciência da Computação, Engenharia (Computação, Software, Elétrica, Controle e Automação), Estatística, Matemática, Física ou áreas correlatas. Pós-graduação stricto sensu (Mestrado ou Doutorado) em áreas relacionadas à Inteligência Artificial, Aprendizado de Máquina ou Ciência de Dados;Domínio avançado do inglês, necessário para interação constante com times internacionais;Sólidas habilidades de programação em Python;Compreensão dos conceitos de Aprendizado de Máquina (Machine Learning);Conhecimento e familiaridade com os conceitos fundamentais de design e análise de algoritmos, além de forte conhecimento em matemática e estatística.Requisitos DesejáveisCompreensão sólida de arquiteturas de Deep Learning, com experiência em ajuste fino e personalização de modelos pré-treinados para aplicações específicas. Proficiência em Python e nas bibliotecas/frameworks relevantes (ex.: TensorFlow, PyTorch);Experiência com modelos de linguagem de grande escala e familiaridade com técnicas e aplicações de processamento de linguagem natural (PLN).Quem somosAcreditamos que cada pessoa tem o poder de gerar impacto. É por isso que colocamos as pessoas da nossa equipe no centro de tudo o que fazemos. Se você está procurando uma oportunidade de desenvolver a sua carreira em um ambiente de trabalho inclusivo e diverso, com a tecnologia mais avançada do setor, estamos procurando por você.A Dell Technologies é uma família única de empresas que ajuda pessoas e organizações a transformar a forma como trabalham, vivem e se divertem. Junte-se a nós para construir um futuro que funcione para todas as pessoas, porque o progresso precisa de nós.A Dell Technologies está comprometida com o princípio de oportunidades iguais de emprego para todas as pessoas, e em fornecer às pessoas da equipe um ambiente de trabalho livre de discriminação e assédio. Leia a nossa Política de Oportunidades de Emprego aqui.Job ID:R283866Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4344395115,2026-02-23
N/A,N/A,N/A,N/A,N/A,N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4370428500,2026-02-23
N/A,N/A,N/A,N/A,N/A,N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4362154583,2026-02-23
CIENTISTA DE DADOS I,Grupo HDI,"São Paulo, São Paulo, Brazil",1 week ago,"Acreditamos no sonho de construir omelhor grupo seguradore valorizamos a colaboração e a solução de problemas com criatividade e transparência, de forma que reflita em nossos produtos, serviços e novas parcerias.Aqui, a gente se importa pessoalmente.Este é o propósito que define a essência de tudo aquilo que fazemos e valorizamos, dentro e fora dos nossos escritórios.Procuramos um talento para atuar no time dePlan Info Gerenciais Sinistrosda diretoria deOperações e Sinistros, área responsável pela criação e acompanhamento de painéis e indicadores de performance, desenvolvimento de controles, projeções e estudos, visando a identificação de desvios de resultados e mapeando oportunidades de otimização de custos em linha com a nossa estratégia, visão e missão.Buscamos um(a) Cientista de Dados para integrar nossa equipe deinteligência analíticae o desafio será desenvolver modelos preditivos, estruturar análises avançadas e transformar dados em insights estratégicos para apoio na tomada de decisão e evolução contínua dos nossos processos de negócio.Responsabilidades e atribuiçõesNo seu dia a dia, você irá:Desenvolver, treinar e validar modelos preditivos e prescritivos utilizando algoritmos de Machine Learning e técnicas estatísticas;Realizar análises exploratórias de dados (EDA) para identificação de padrões, oportunidades e tendências;Criar e manter pipelines de dados estruturados e escaláveis;Tratar, limpar e preparar grandes volumes de dados de múltiplas fontes;Construir e acompanhar métricas de performance para avaliação dos modelos implementados;Realizar estudos estatísticos, simulações e testes de hipótese para resolução de problemas de negócio;Documentar processos, modelos e metodologias desenvolvidas;Contribuir para melhoria contínua de políticas, padrões, governança e qualidade dos dados.Requisitos e qualificaçõesComo requisitos básicos, você deve ter:Graduação em Ciência de Dados ou áreas correlatas (obrigatório);Experiência em Python e bibliotecas de ML (obrigatório);Experiência com Data Lake, Data Warehouse e arquiteturas de dados modernas (diferencial);Vivência com grande volume de dados, estruturação de datasets, GIT e versionamento de código (obrigatório);Vivência em projeto de IA generativa e LLMs (diferencial);Domínio em SQL e bancos relacionais e não relacionais (obrigatório);Conhecimento sólido em estatística aplicada e regressão/classificação (obrigatório);Conhecimento de processamento de linguagem natural (NLP), visão computacional, MLOps, CI/CD e deploy de modelos (diferencial);Familiaridade com ferramentas de visualização como Power BI, Tableau e Looker (diferencial).Informações adicionaisNossa jornada diária possui horários flexíveis, incentivamos a saúde e a qualidade de vida com assistência médica, odontológica e Wellhub, além de outros benefícios como vale-transporte ou fretado, vale-refeição e alimentação, previdência privada, PLR, day off no aniversário, desconto em produtos do Grupo HDI, auxílio babá ou creche, seguro de vida e muito mais!E aí,#vamojunto?Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4363811375,2026-02-23
Cientista de Dados Junior/Pleno,EY,"São Paulo, São Paulo, Brazil",1 week ago,"Na EY, estamos comprometidos em moldar seu futuro com confiança.Nós ajudaremos você a ter sucesso em um ambiente globalmente conectado, repleto de equipes diversas, e a levar sua carreira para onde você desejar.Venha para EY e ajude-nos a construir um mundo de negócios melhor.Oportunidade disponível em modelo presencial (com flexibilidade) nos escritórios da EY em São Paulo e Rio de Janeiro.Você assumirá as seguintes responsabilidades:Foco em aprendizado e desenvolvimento de habilidades em ciência de dados.Auxiliar na coleta, limpeza e preparação de dados para análise.Realizar análises exploratórias de dados sob supervisão, identificando padrões e tendências iniciais.Apoiar na construção de visualizações de dados simples para relatórios e apresentações.Colaborar com membros da equipe em projetos de ciência de dados, aprendendo as melhores práticas e metodologias.Participar de reuniões de equipe e contribuir com ideias e feedback. Documentar processos e resultados de análises realizadas.Requisitos e habilidades que buscamos:Experiência Profissional em Ciência de Dados, Análise de Dados ou áreas afins.Experiência com linguagens de programação como Python, R ou Scala.Experiência com bibliotecas de ciência de dados (como Pandas, NumPy, Scikit-learn).Habilidade em criar visualizações de dados eficazes usando ferramentas como Tableau, Power BI ou bibliotecas de visualização em Python (Matplotlib, Seaborn).Experiência com bancos de dados relacionais (SQL) e não relacionais (NoSQL), além de conhecimento em otimização de consultas.Capacidade de identificar problemas complexos e desenvolver soluções baseadas em dados.Habilidade em comunicar resultados e insights de forma clara e eficaz para públicos não técnicos.Experiência em colaborar com equipes multidisciplinares, incluindo engenheiros de dados, analistas de negócios e stakeholders.DiferenciaisInglês intermediárioEspanhol básicoO que oferecemos:Acesse go.ey.com/beneficios e conheça nosso universo debenefícios.Na EY, você se desenvolve com habilidades voltadas para o futuro e se abastece de experiências de classe mundial. Nós capacitaremos você em um ambiente flexível e potencializaremos seus talentos extraordinários em uma cultura diversa e inclusiva, com equipes globalmente conectadas.Pelo 4o ano consecutivo, a EY está na lista do Great Place to Work como uma das melhores empresa para se trabalhar, com destaque para as categorias de diversidade. Você poderá fazer parte de nossos programas e grupos que, juntos a inúmeras iniciativas internas, apoiam nossa constante busca pela equidade.Você gostaria de moldar seu futuro com confiança? Inscreva-se hoje!Saiba mais sobre como é trabalhar na EY:Carreiras na EY LinkedIn @EY Instagram @eybrasilcarreirasShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4371597197,2026-02-23
Cientista de Dados Júnior - Engajamento e Rentabilização de Cliente PJ (Vaga afirmativa para Mulheres),Itaú Unibanco,"São Paulo, São Paulo, Brazil",1 week ago,"O Itaú é a marca mais valiosa do Brasil, a melhor empresa para trabalhar segundo o Great Place to Work e o maior banco da América Latina. Nós impactamos diariamente mais de 98 milhões de clientes em 18 países.Somos feitos de pessoas e acreditamos que ter um time com pluralidade de origens, culturas, crenças, experiências, raças, deficiências, gêneros, orientações afetivo-sexuais e gerações ampliam as perspectivas e contribuem para um clima de respeito e valorização das diferenças.Estamos buscando uma pessoa para a posição de Cientista de Dados Júnior, que queira se desenvolver e aprender, compartilhar, colaborar e inovar, entregando valor para todos os nossos clientes.Estamos criando uma disrupção no modelo de atendimento a PMEs (Pequenas e Médias Empresas) com produtos de IA Generativa e precisamos de um talento nessa área para nos ajudar a evoluir produtos de grande sucesso e criar outros que vão impactar diretamente o negcio.Nessa Função Você VaiMergulhar a fundo no negócio para entender as jornadas e dores do usuárioEvoluir e criar grafos de multiagentes conectando com a nossa arquiteturaExperimentar e propor novas features baseadas em GenAIFormação: Superior Completo - Ciência Da Computação , Superior Completo - Análise De Sistemas , Superior Completo - Engenharia , Superior Completo - Estatística Superior Completo - MatemáticaCompetências Técnicas: sql , Frames de GenIA: langchain, langgraph etc, Python,Prompt EngineeringAo se tornar um ituber você tem_Vale-TransporteVale-Refeição (Restaurantes) / Vale-Alimentação (Supermercados)Plano médico (Fundação Saúde Itaú ou Central Nacional Unimed)Plano odontológico (Odontoprev ou Interodonto)Seguro de VidaPLR – Participação nos Lucros e Resultados (Mediante resultados do banco)Previdência privadaDescontos exclusivos em nossos produtos financeirosLicença maternidade e paternidade estendidaAuxílio Creche / Babá (para papais e mamães)Incentivo a estudosWellhub ou TotalPassAcesso aos Clubes de Lazer Itaú (Guarapiranga / Itanhaém e São Sebastião)+ Algumas vantagens que você pode conhecer durante o processo 😊Conheça mais sobre nossa cultura: https://www.itau.com.br/relacoes-com-investidores/noticias/cultura-itubers-e-nosso-novo-conjunto-de-valores/Estimulamos candidaturas de pessoas com deficiência em todas as nossas posições, sendo assim, sinta-se à vontade para se candidatar em vagas sinalizadas como exclusivas ou não para pessoas com deficiência. Somos comprometidos com a inclusão e valorizamos a diversidade.#VemProItaú #VemSerItuberShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4371287005,2026-02-23
Data Scientist Specialist,Banco Bradesco,"Osasco, São Paulo, Brazil",1 week ago,"Sobre o BradescoO Bradesco é um dos maiores grupos financeiros do Brasil, com uma história marcada pelo pioneirismo e inovação. Por meio da nossa carteira amplamente diversificada de produtos financeiros, serviços bancários e de seguros contribuímos com a realização das pessoas e o crescimento sustentável de empresas e sociedade. Venha fazer parte do nosso ecossistema financeiro e impactar a experiência de milhões de pessoas!No Bradesco valorizamos a diversidade em todas as suas formas. Por isso, as nossas vagas são abertas a todas as pessoas, independentemente de gênero, raça, orientação sexual, deficiência, idade ou qualquer outra característica.Saiba mais em https://banco.bradesco/html/classic/sobre/index.shtmResponsabilidades e atribuiçõesO que é o nosso time de Crédito?Temos como missão garantir uma gestão eficiente na concessão e manutenção de crédito, que assegure rentabilidade e o crescimento com solidez dos ativos da Organização.Modelo de trabalho : Híbrido - 2x PresencialUnidade: Osasco/SPComo será seu dia a dia?Sendo Data Scientist Specialist, atuará na gerência Gestão de Portfólio e Projetos e suas principais atividades serão:Direcionar a estratégia de originação, garantindo o cumprimento das concentrações máximas estabelecidas para as carteiras.Realizar estudos de mercado para identificar oportunidades de negócio e recomendar ações aos diferentes segmentos de clientes.Definir e revisar fronteiras Hard/Soft em conjunto com a área de Riscos, apresentando os limites aos segmentos envolvidosDesenvolver análises de clusterização, identificando perfis ideais e padrões relevantes para apoio à decisão.Monitorar limites de risco e acionar a área de Riscos para emissão de alertas aos segmentos quando houver aproximação dos limites definidos.Realizar segmentações e análises de cluster para apoiar estratégias comerciais e de risco.Manipular grandes bases de dados, estruturando informações para análises e tomadas de decisão.Avaliar soluções analíticas internas e externas, identificando ferramentas, metodologias e tecnologias que possam agregar valor ao negócioRequisitos e QualificaçõesO que você precisa ter ou saber?Experiência nas áreas de Modelagem Estatística, Políticas de Crédito e Gestão de Portfólio.Domínio em programação Python e SQL.Inglês intermediário a avançado.Será um diferencial se você tiver:Conhecimento em SAS.O que nós oferecemosNo Bradesco valorizamos a saúde e bem-estar, oferecendo um extenso portfólio de benefícios a todas nossas pessoas funcionárias:PLR ou Bônus: Conforme a elegibilidade de cargo*Convênio MédicoConvênio OdontológicoSeguro de VidaVale AlimentaçãoVale Refeição13º Cesta AlimentaçãoTotal PassVale Transporte (adesão opcional)Descontos em produtos e serviços em empresas parceirasPrevidência Privada (adesão opcional, com participação financeira da Organização Bradesco)Viva Bem Bradesco: programa de saúde, bem-estar e qualidade de vidaUnibrad: Universidade Corporativa BradescoIsenção de Tarifas: condições especiais em diversos produtos e serviçosAuxílio Creche ou BabáLicença Paternidade estendida de 20 diasLicença Maternidade de 180 dias, acompanhamento assistencial da gestação até o pós-partoShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4365647130,2026-02-23
Cientista de dados,Sicredi,Greater São Paulo Area,1 week ago,"Descrição da vagaComo time de Dados de Meios de Pagamento, nossa missão é utilizar a Ciência de Dados e a IA para geração de valor para o nosso negócio, fortalecendo a conexão entre nossos associados e suas cooperativas.Para evoluir nessa missão, estamos em busca de cientista de dados que seja movido pela curiosidade e que esteja pronto para se dedicar à descoberta de novas oportunidades para aprimorar nossas recomendações, priorizações e entendimento dos nossos associados e suas necessidades. Se você é do tipo que adora um bom desafio e está sempre buscando maneiras de melhorar os processos, venha nos ajudar a elevar nossos resultados ao próximo nível!Responsabilidades e atribuições:Analisar grandes conjuntos de dados para extrair insights relevantes;Desenvolver modelos preditivos, alinhados com as necessidades dos times de produto;Pesquisar e propor novas metodologias de modelagem compatíveis com o projeto;Relacionar continuamente com áreas de interface de modo a manter todos os stakeholders comunicados e informados;Propor estudos e indicadores de impacto a saúde do negócio e relacionados ao sucesso do associado;Acompanhar o ciclo de vida dos modelos, incluindo implantação, monitoramento e governança;Ser um promotor da ciência de dados, compartilhando e expandindo o conhecimento e trabalhando na cultura de dados da organização.Requisitos e qualificações:Ter experiência prévia com Machine Learning ou Modelagem Estatística;Trabalhar bem em equipes multidisciplinares;Experiência com Python;Preferência para graduação em área quantitativa como Computação, Economia, Engenharias, Estatística, Matemática e afins;Desejável experiência com Ciência de Dados aplicada a Meios de Pagamento (Cartões, Pix e Tag Passagem);Desejável experiência com Databricks;Experiência com Processamento de Linguagem Natural é um diferencial;Experiência com Visão Computacional é um diferencial;Experiência com MLOps é um diferencial.Experiência com IA generativa.Formato de Trabalho: Híbrido 3x2 em Porto Alegre/RSShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4363182797,2026-02-23
Data Scientist II - Precificação de Veículos,Banco Bradesco,"Osasco, São Paulo, Brazil",2 days ago,"Sobre o BradescoO Bradesco é um dos maiores grupos financeiros do Brasil, com uma história marcada pelo pioneirismo e inovação. Por meio da nossa carteira amplamente diversificada de produtos financeiros, serviços bancários e de seguros contribuímos com a realização das pessoas e o crescimento sustentável de empresas e sociedade. Venha fazer parte do nosso ecossistema financeiro e impactar a experiência de milhões de pessoas!No Bradesco valorizamos a diversidade em todas as suas formas. Por isso, as nossas vagas são abertas a todas as pessoas, independentemente de gênero, raça, orientação sexual, deficiência, idade ou qualquer outra característica.Saiba mais em https://banco.bradesco/html/classic/sobre/index.shtmResponsabilidades e atribuiçõesO que é o nosso time de Crédito / Precificação?A área é responsável pela definição e evolução das políticas de precificação para CDC Veículos, com foco em inteligência aplicada à concessão de cupons e flexibilizações de preço. O objetivo central é maximizar a rentabilidade por meio do uso intensivo de dados, testes estruturados e análises que suportem a melhor estratégia de oferta de preço ao cliente.O dia a dia inclui forte atuação analítica e relacionamento constante com stakeholders, além de colaboração com áreas parceiras para viabilização de campanhas de divulgação, alinhamentos estratégicos e evolução de soluções sistêmicas necessárias ao processo de precificação.Modelo de trabalho : Híbrido - 3x PresencialUnidade: Osasco/SPComo será seu dia a dia?Sendo Data Scientist II, atuará na gerência Inteligência e Oferta de Preços de Veículos e suas principais atividades serão:Tratar, manipular e fazer cruzamento de grandes bases de dados utilizando SAS e Databricks;Realizar análises de performance e rentabilidade de estratégias de preço e utilização de cupons;Conduzir estudos de modelagem estatística simples, incluindo clusterização e segmentações;Estruturar, executar o monitoramento de testes A/B para validação de hipóteses e estratégias;Preparar análises, materiais executivos e fazer alinhamento de resultados com stakeholders e áreas pares.Requisitos e QualificaçõesO que você precisa ter ou saber?Superior Completo em áreas de exatas, tecnologia ou similares;Excel Avançado;SQL Avançado;PowerPoint Intermediário;Experiência com análises quantitativas, tratamento de dados e construção de insights.Será um diferencial se você tiver:Conhecimento em Python para análises, automações ou modelagem;Experiência prévia em modelagem estatística, clusterização ou machine learning.Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4376147717,2026-02-23
