title,company,location,posted,description,applicants,work_mode,link
Data Scientist I,Banco Bradesco,"Osasco, São Paulo, Brazil",5 days ago,"Sobre o BradescoO Bradesco é um dos maiores grupos financeiros do Brasil, com uma história marcada pelo pioneirismo e inovação. Por meio da nossa carteira amplamente diversificada de produtos financeiros, serviços bancários e de seguros contribuímos com a realização das pessoas e o crescimento sustentável de empresas e sociedade. Venha fazer parte do nosso ecossistema financeiro e impactar a experiência de milhões de pessoas!Saiba mais em https://banco.bradesco/html/classic/sobre/index.shtmResponsabilidades e atribuiçõesO que é o nosso time de Compras - Data Analytics?A área tem a missão de compreender as necessidades do time de Compras e Patrimônio, conduzindo o processo de entendimento, ideação e acompanhamento do desenvolvimento e implementação do Painel.Modelo de trabalho: Híbrido - 3x presencialUnidade: Osasco / SPComo será seu dia a dia?Sendo Data Scientist I, atuará na gerência Compras e suas principais atividades serão:Coletar, processar e analisar grandes volumes de dados para identificar tendências, padrões e insights;Utilizar ferramentas de BI para criar relatórios detalhados e dashboards interativos;Exploração de Dados: Realizar análises exploratórias para descobrir novas oportunidades de negócios e áreas de melhoria;Utilizar técnicas estatísticas avançadas para interpretar os dados e gerar insights acionáveis;Planejar, coordenar e gerenciar projetos de BI desde a concepção até a implementação;Garantir que os projetos sejam entregues dentro do prazo e do orçamento estabelecidos;Desenvolver painéis visuais que facilitem a interpretação dos dados;Utilizar ferramentas como Power BI para criar visualizações intuitivas e informativas;Extrair dados de diversas fontes, transformá-los para atender às necessidades de análise e carregá-los em data lake;Garantir a integridade e a qualidade dos dados durante todo o processo ETL.Requisitos e QualificaçõesO que você precisa ter ou saber?Superior completo em Ciência da Computação, Estatística, Análise e desenvolvimento de sistemas - Engenharia de Software ou Computação;Experiência com grande volumes de dados;Vivência em gerenciamento e planejamento de projetos em BI;Experiência em extrair, transformar e carregar dados de várias fontes;Conhecimento em cloud / Azure;Conhecimento em SQL, Power BI e Python;Vivência com técnicas de modelagem para criar estruturas eficientes.Será um diferencial se você tiver:Experiência com SAP Ariba;Vivência com Databricks.Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4248309658
Consultor / Cientista de Dados,SulAmérica,"São Paulo, São Paulo, Brazil",4 days ago,"A SulAmérica há mais de 129 anos se dedica a entregar Saúde Integral para mais de 7 milhões de clientes por meio de produtos e serviços de Saúde, Odonto, Vida, Previdência e Investimentos. Temos como missão melhorar a vida das pessoas, oferecendo apoio, segurança e autonomia em cada momento e decisão de saúde física, emocional e financeira. Para isso, contamos com mais de 4 mil colaboradores(as) engajados(as) e comprometidos(as).Acreditamos que por meio da inclusão e da diversidade construímos um ambiente seguro e de pertencimento que valoriza e respeita as pessoas integralmente. Assim, incentivamos a candidatura de pessoas com deficiência, de diferentes raças e etnias, gêneros, orientações sexuais, identidades de gênero e gerações para todas as nossas vagas.Principais responsabilidades da vaga:Centralizar todos os dados e analises da Diretoria, desde as ingestões de dados em ambientes produtivos e, principalmente estudos e geração de insights para tomadas de decisão.Pré requisitos:Fluência em SQL,Ferramentas de visualização de dadosPythonouprogramação R são imprescindíveisExperiência com técnicas de modelagem, como modelos de classificação, séries temporais, análise de sobrevivência, cluster, etc.Superior completoConhecimento profundo estatística (modelagem)Desafio: Manter-se à frente da construção de subsídios para embasamento da estratégia de gestão da diretoria, adaptando-se e aprimorando constantemente as abordagens, algoritmos e modelos para garantir pleno andamento das açõesDesejável:Experiência com o mercado de Saúde;LLM;Modelo de trabalho:Atuação 3 vezes por semana na região da Avenida Paulista e 2 dias remoto.O que a SulA vai te proporcionar?Além de um ambiente de inovação e aberto a experimentação:Salário competitivo com o mercado;Vale Refeição e Alimentação - para matar aquela fome;Assistência Média e Odontológica (extensível a dependentes) - Claro, da SulAmérica né!Seguro de vida;Auxílio Creche para papais e mamães;Previdência Privada com uma ajudinha da SulA;Seguro de Vida.A SulAmérica é uma empresa em transformação, com DNA inovador e sempre preocupada em atender as necessidades dos seus clientes com soluções e produtos encantadores. Se identificou? Então vem com a gente e fazer parte desse time #sanguelaranja 🧡🚀Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4236875909
N/A,N/A,N/A,N/A,N/A,N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4250674816
Data Scientist I,Banco Bradesco,"Osasco, São Paulo, Brazil",2 days ago,"Sobre o BradescoO Bradesco é um dos maiores grupos financeiros do Brasil, com uma história marcada pelo pioneirismo e inovação. Por meio da nossa carteira amplamente diversificada de produtos financeiros, serviços bancários e de seguros contribuímos com a realização das pessoas e o crescimento sustentável de empresas e sociedade. Venha fazer parte do nosso ecossistema financeiro e impactar a experiência de milhões de pessoas!Saiba mais em https://banco.bradesco/html/classic/sobre/index.shtmResponsabilidades e atribuiçõesO que é o nosso time de Segurança Corporativa?A área de Modelagem, somos protagonistas na jornada de dados à decisão. Atuamos em parceria com as áreas de negócio para identificar desafios e oportunidades, utilizar técnicas avançadas de ciência de dados e ferramentas best-in-class para entregar algoritmos de ML, regras inteligentes e estudos analíticos, com foco em experiência do cliente, mitigação de riscos e eficiência operacional. Planejamos, desenvolvemos, implantamos, sustentamos, monitoramos e governamos soluções de IA aplicadas a Prevenção a Fraudes, PLDFT e Segurança Física. Aqui, dados se transformam em inteligência — e inteligência em ação.Modelo de trabalho :Hibrido - 2x presencialUnidade: Osasco e CuritibaComo será seu dia a dia?Sendo Data Scientist I, atuará na gerência Segurança Corporativa e suas principais atividades serão:Atuar em conjunto com as áreas de negócios identificando problemas e propondo soluções de IA envolvendo modelos preditivos, modelos decisórios, regras e estudos;Utilizar plataformas de Big Data, metodologias estatísticas e de Machine Learning e linguagens de programação como Python, SQL e SAS para desenvolver algoritmos, testar soluções externas, ou realizar estudos pontuais para apoio à tomada de decisão;Monitorar indicadores de desempenho dos modelos em produção, identificando e diagnosticando desvios, e elaborando planos de ação para eventuais correções;Atuar em conjunto com clientes internos, parcerias estratégicas e fornecedores para estabelecer relações eficazes, refinar demandas de desenvolvimento e garantir condução adequada dos planos de ação.Requisitos e QualificaçõesO que você precisa ter ou saber?Superior completo em Estatística, Matemática, Física, Engenharia ou áreas relacionadasExperiência anterior com monitoramento de modelos;Conhecimento de Estatística e Machine Learning;Conhecimento de ferramentas de visualização;Conhecimento de SQL e Python;Desejável conhecimento de Databricks, PySpark e SAS.Será um diferencial se você tiver:Inglês Intermediário para conversação;Conhecimento em Databricks, e python;Experiência com prevenção a fraude.O que nós oferecemosNo Bradesco valorizamos a saúde e bem-estar, oferecendo um extenso portfólio de benefícios a todas nossas pessoas funcionárias:PLR ou Bônus: Conforme a elegibilidade de cargo*Convênio MédicoConvênio OdontológicoSeguro de VidaVale AlimentaçãoVale Refeição13º Cesta AlimentaçãoTotal PassVale Transporte (adesão opcional)Descontos em produtos e serviços em empresas parceirasPrevidência Privada (adesão opcional, com participação financeira da Organização Bradesco)Viva Bem Bradesco: programa de saúde, bem-estar e qualidade de vidaUnibrad: Universidade Corporativa BradescoIsenção de Tarifas: condições especiais em diversos produtos e serviçosAuxílio Creche ou BabáLicença Paternidade estendida de 20 diasLicença Maternidade de 180 dias, acompanhamento assistencial da gestação até o pós-partoShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4250674820
Cientista de dados,SulAmérica,"São Paulo, São Paulo, Brazil",3 days ago,"Para o match perfeito acontecer precisa de PESSOAS, com as mais diversas experiências e pontos de vista, para que possamos continuar evoluindo enquanto empresa.Por isso, aqui na SulAmérica, incentivamos a candidatura de pessoas de todas as raças/etnias, orientações sexuais, identidades de gênero, gerações, com ou sem deficiência, para todas as nossas vagas. Afinal, as nossas diferenças é o que nos complementam!#LGBTI+ #PessoasNegras #PcD #50+ #Gerações #PessoasComDeficiênciaComo será o seu dia a dia nessa área:Tratar e analisar grandes conjuntos de dados para identificar padrões, tendências e anomalias que possam indicar atividades de fraude ou abuso.Criar modelos estatísticos e algoritmos para a detecção de fraude/abusos ou má utilização do plano.Trabalhar em estreita colaboração com a equipe de combate à fraude para compartilhar informações, relatar descobertas e auxiliar em investigações.Apresentar resultados por meio de visualizações de dados, como gráficos / dashboards, para tornar as informações acessíveis e compreensíveis para a equipe de combate à fraude.Garantir a segurança e a privacidade dos dados utilizados nas análises, cumprindo os regulamentos de proteção de dados.Documentar descobertas e resultados de análises em relatórios que podem ser usados para investigações, auditorias e relatórios de status.Entre outras atividades.Requisitos necessários para ser Cientista de dados na #SulA:Graduação completa equivalente em Estatística, Matemática, Economia, Ciência da Computação, Engenharia ou campo relacionado.Domínio com linguagens de programação usadas na análise de dados, como Python e R.Conhecimento em SQL e experiência com Google BigQuery.Ter atuado com ciência de dados ou campo similar.Será um diferencial se você tiver:Conhecimento em seguradoras.Local de trabalho:São Paulo – Região da Avenida PaulistaO que a SulA vai te proporcionar?Além de um ambiente de inovação e aberto a experimentação:Salário competitivo com o mercado;Vale Refeição e Alimentação - para matar aquela fome;Assistência Média e Odontológica (extensível a dependentes) - Claro, da SulAmérica né!Seguro de vida;Auxílio Creche para papais e mamães;Previdência Privada com uma ajudinha da SulA;Seguro de Vida.A SulAmérica é uma empresa em transformação, com DNA inovador e sempre preocupada em atender as necessidades dos seus clientes com soluções e produtos encantadores. Se identificou? Então vem com a gente e fazer parte desse time #sanguelaranja 🧡🚀Buscamos pessoas que gostem de desafios e:Sejam colaborativas;Tenham foco no resultado e centralidade em nossos(as) clientes;Saibam se adaptar aos diferentes desafios do dia a dia;Que tenha sempre em mente o inconformismo, propondo soluções inovadoras.O que oferecemos para você:Salário competitivo com o mercado.Vale Refeição e Alimentação.Assistência Médica e Odontológica (extensiva a dependentes) da SulAmérica!Seguro de vida SulAmérica.Auxílio Creche /Babá.Previdência Privada com contrapartida SulAmérica.Programa de Participação nos Resultados.Vale transporte.Se identificou? Então, vem fazer parte do time #SangueLaranja 🧡🚀Sobre nós:Há mais de 129 anos, a SulAmérica tem como missão melhorar a vida das pessoas, oferecendo apoio, segurança e autonomia em todos os momentos. Atendemos 6.8 milhões de clientes por meio de nossos produtos e serviços de Saúde, Odonto, Vida, Previdência e Investimentos. Para tornar isso possível, contamos com o engajamento e a dedicação de mais de 4 mil colaboradores(as) comprometidos(as) com o nosso propósito.Acreditamos que por meio da inclusão e da diversidade construímos um ambiente seguro e de pertencimento que valoriza e respeita as pessoas integralmente. Assim, incentivamos a candidatura de pessoas com deficiência, de diferentes raças e etnias, gêneros, orientações sexuais, identidades de gênero e gerações para todas as nossas vagas.Quer saber mais sobre nós?Acompanhe a gente aqui no LinkedIn e no Instagram: @sulamericaShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4247962292
Cientista de Dados- JR,Banco Sofisa S/A,"São Paulo, São Paulo, Brazil",2 weeks ago,"Job DescriptionOrgulhosamente, somos um dos principais bancos do Brasil. Aqui, não nos contentamos com o status quo. Estamos sempre em busca de melhorias, aprendizado contínuo e inovação. Procuramos pessoas que sejam apaixonadas por mudanças, que tenham vontade de aprender e queiram crescer no mercado financeiro. Se você se identifica, venha fazer parte do nosso time!Responsibilities and assignmentsQuais serão as atividades dodiaa dia?Desenvolver e manter pipelines de dados eficientes e escaláveis para ingestão, transformação e disponibilização de dados comerciais.Integrar dados de múltiplas fontes (CRM, ERP, canais digitais, dados de mercado) para gerar visões completas do funil de vendas e da jornada do cliente B2B.Criar e manter modelos analíticos e preditivos voltados para segmentação de clientes, previsão de churn, propensão à compra e oportunidades de cross-sell/up-sell.Colaborar com os times de Vendas, Marketing e Produto, traduzindo necessidades de negócio em soluções baseadas em dados.Desenvolver dashboards e relatórios automatizados para monitoramento de KPIs comerciais e performance de campanhas.Garantir a qualidade, integridade e governança dos dados, promovendo boas práticas de documentação e versionamento.Apoiar a definição de estratégias comerciais com base em análises quantitativas e qualitativas.Contribuir para a evolução da arquitetura de dados e das ferramentas utilizadas pela área de Inteligência Comercial.Requirements And QualificationsRequisitos imprescindíveis:Conhecimento prático em Databricks aplicado à ciência de dados.Experiência com modelos de machine learning supervisionados, especialmente em contextos comerciais.Domínio de Python e SQL para manipulação, análise e transformação de dados.Familiaridade com ferramentas de visualização de dados, como Power BI.Familiaridade com ferramentas de CRM e automação de marketing, como HubSpot.Capacidade de atuar de forma colaborativa com áreas de negócio, traduzindo desafios comerciais em soluções técnicas baseadas em dados.Alguns Diferenciais Interessantes Para a VagaExperiência prévia em Inteligência Comercial, Growth ou Analytics em empresas B2B.Conhecimento de métricas comerciais relevantes, como CAC, LTV, churn, taxa de conversão e funil de vendas.Vivência com testes A/B e análise de performance de campanhas comerciais.Noções de governança de dados, LGPD e boas práticas de segurança da informação.Conhecimento em Spark SQL e PySpark, especialmente no contexto de uso com Databricks.Experiência com ferramentas de orquestração de dados, como Apache Airflow ou similares.Vivência com processos de engenharia de dados, incluindo ETL/ELT, construção de pipelines e modelagem de dados.Additional informationVale-Refeição;Vale-Alimentação;Seguro Saúde;Plano Odontológico;Seguro de Vida;Auxílio Nascimento;Auxílio Casamento;Auxílio Creche/Babá;Bônus Aniversário;Apoio Pass;Convênio Academia;Vale Transporte;PLR;Bônus anual.Process stagesStep 1: Registration1RegistrationStep 2: Testes2TestesStep 3: Entrevista RH3Entrevista RHStep 4: Entrevista Gestor4Entrevista GestorStep 5: Proposta 5PropostaStep 6: Hiring6HiringUma história de mais de 60 anos de solidez e inovação.Em 1961 foi fundado o Banco Sofisa, em uma jornada de transformação, adaptação e principalmente inovação.Hoje, temos orgulho em ser um dos principais bancos do Brasil. O motivo disso é incentivar e acreditar no empreendedor brasileiro, fortalecendo relacionamentos apoiados na ética e no respeito. Um dos fatores que nos destacam no mercado é o comprometimento dos nossos colaboradores, com forte espírito empreendedor e uma paixão que os fazem vestir a camisa como se fossem donos. É essa mesma motivação que nos leva a prêmios e conquistas notáveis, como o de Melhor Banco do Brasil, em um ranking realizado pela Forbes, no ano de 2023.Por aqui, não nos contentamos com o status quo. Acreditamos que sempre podemos melhorar, aprender, investir e buscar o novo. A melhora contínua é um processo diário. Em 2011, inauguramos uma nova categoria de serviços bancários no Brasil, lançando o primeiro banco digital de investimentos: o Sofisa Direto. Com isso, encontramos a oportunidade ideal para manter os nossos clientes motivados a buscar os seus objetivos. Em toda a história, os negócios do Banco Sofisa foram construídos por uma sólida estrutura financeira, assegurada por altos índices de capitalização, fazendo com que os nossos clientes sintam-se seguros, investindo em ativos de qualidade, que muitas das vezes só se encontram por aqui.Hoje, podemos dizer que vencemos o maior de todos os testes, o teste do tempo. E se esse teste foi vencido, é porque valorizamos quem realmente importa: você, nosso cliente. Cada obstáculo superado, cada desafio vencido são os fundamentos da solidez e a experiência que precisamos para seguir em frente.Somos o Banco Sofisa. Somos diferentes!Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4239768184
Cientista de Dados em People Analytics,Cielo,"Barueri, São Paulo, Brazil",5 days ago,"Job DescriptionSomos mais que uma máquina, somos pessoas que transformam ecriam infinitas possibilidades.Trabalhamos parasimplificar e impulsionar negócios para todas as pessoas,oferecendo soluções financeiras inteligentes. Aqui, investimos emtecnologia,promovemosdesenvolvimentoe fomentamos ainovaçãopara criar novos caminhos possíveis e gerar impacto positivo no mundo.Na Cielo, a gente trabalha comautonomiapara escrever nossa própria jornada,liberdadepara ser quem a gente é, e a oportunidade defazer acontecer.Somos um time que sonha no plural, oferecendo uma experiência completa e focando no bem-estar físico e mental de nossos mais de 6.000 colaboradores e suas famílias.Acreditamos nainclusão e acolhimentode todas as pessoas, com suas singularidades e diversidade de vivências.Bora realizar seus sonhos com a gente!Conheça mais sobre a áreaGerência de People Analytics:A Gerência de People Analytics tem como missão ser a área de referência no mercado atuando através de dados na estratégia de pessoas na Cielo.#VemPraCima #VemPraCieloResponsibilities and assignmentsTem Lugar Para Você Nesse PropósitoColetar, limpar, explorar e analisar dados de pessoas relacionados aos temas de RH, exemplos: recrutamento, performance, engajamento, turnover, dados de áreas comerciais, entre outros;Desenvolver modelos estatísticos preditivos / prescritivos (ex.: propensão de rotatitividade; análise de produtividade, clustering de perfis de colaboradores, etc);Criação de dashboards e visualizações de dados, garantir que esses dashboards respondam a perguntas estratégicas e estejam atualizados com dados confiáveis;Elaborar estudos de correlação e casualidade (ex: impacto de turnover sobre performance);Trabalhar com diferentes fontes de dados, de diversos sistemas, conhecimentos de automatizações de fluxo e garantir a qualidade dos dados/informações;Estabelecer parcerias internas e com áreas de negócio com o intuito de resolver problemas complexos e propor soluções baseadas em dados.Requirements And QualificationsO que o #TimeCielo espera de você?Formação superior completa em disciplina quantitativa, como Estatística, Matemática, Ciência de Dados, Economia, Finanças, Engenharia, Ciência da Computação e afins;Sólida experiência como Especialista de Dados ou função semelhante envolvendo extração de dados, análise, modelagem estatística e visualização de dados;Sólida experiência utilizando linguagens de consulta de dados e lógica de programação (exemplo: SQL, Python, R, entre outras linguagens);Análise estatística prática com uma sólida compreensão e utilização dos fundamentos de análise descritiva, probabilidade, regressão, inferência, testes de hipóteses, modelos de otimização e métodos quantitativos e/ou machine learning;Perfil analítico, raciocínio logico e de resolução de problemas, com grande capacidade de manipulação de dados estruturados e não estruturados, para simplificação de análises e processos;Desenvolvimento de apresentações executivas para liderança e áreas internas da companhia.Additional informationPor que viver infinitas possibilidades ao nosso lado?Assistência Médica e Odontológica;Remuneração Variável Anual (PPR);Auxílio Refeição e Alimentação;Modelo Híbrido;Auxílio Trabalho Remoto;Seguro de Vida;Seguro residencial e automóvel;Assistência funeral familiar;Previdência Privada;Canal de apoio à especialistas (nutrição, psicologia, ginecologia, etc);Campanha de Vacinação;Acesso à diversos cursos em nossa plataforma Educa;Wellhub;Fretado/vale-transporte ou estacionamento;Programa de Gestação Saudável;Licença Maternidade e Paternidade estendida;Auxílio Creche;Dress Code Flexível;Horário Flexível;Sexta-curta;Almoço estendido (1h30).Process stagesRegistrationTriagemEntrevista RHEntrevista Gestor(a)HiringVem pro #TimeCIelo, onde seu sonho de transformação encontra infinitas possibilidades de se tornar realidade!Somos mais que uma máquina, somos pessoas quesonham,transformame criaminfinitas possibilidadesjuntas.Aqui a gente é movido por sonhos e, mais importante, por transformação! Por isso, nos empenhamos todos os dias para cumprir anosso propósito de simplificar e impulsionar negócios para todas as pessoas, oferecendo soluções financeiras inteligentes e acessíveis que estão no dia a dia de quem movimenta o Brasil.Para isso, Investimos fortemente em tecnologia, criamos um ambiente propenso ao desenvolvimento e fomentamos a inovação para aumentar cada vez mais a nossa capacidade de criar novos caminhos possíveis e gerar impacto positivo no mundo.Trabalhar na Cielo é aprender na prática e construir uma carreira diariamente.No nosso dia a dia, a gente trabalha comautonomiapara escrever nossa própria jornada,liberdadepara ser quem a gente é e aoportunidadede fazer acontecer.Nós sonhamos no plural, acolhendo e ajudando a realizar os sonhos das mais de 6.000 pessoas que fazem parte do #TimeCielo. E, para torná-los realidade, a gente oferece uma experiência completa e inesquecível para o nosso time, focando no bem-estar físico e mental não apenas dos nossos colaboradores e colaboradoras, mas também de suas famílias.Além disso, a gente acredita que a resposta para conseguir vislumbrar novos futuros está na inclusão e acolhimento de todas as pessoas, com suassingularidadesediversidadede vivências. Por isso, não importa qual seja o seu sonho – pra sua vida, sua carreira, pra deixar sua marca no mundo –, tem lugar pra ele aqui, junto com os nossos. Vem pra Cima, vem pra Cielo!Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4232209586
N/A,N/A,N/A,N/A,N/A,N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4245755373
Analista Cientista de Dados III,Serasa Experian,"São Paulo, São Paulo, Brazil",2 weeks ago,"Company DescriptionA Serasa Experian é a primeira e a maior Datatech do Brasil. Líder em soluções de inteligência para análise de riscos e oportunidades, com foco nas jornadas de crédito, autenticação e prevenção à fraude. Com tecnologia de ponta, inovação e os melhores talentos, transforma a incerteza do risco na melhor decisão, ajudando pessoas a realizarem seus sonhos e empresas de todos os portes e segmentos a prosperarem.Temos 22.000 pessoas operando em 32 países e a cada dia estamos investindo em novas tecnologias, profissionais talentosos e inovação para ajudar todos os clientes a maximizarem cada oportunidade. Com sede corporativa em Dublin, Irlanda, a Experian está listada na Bolsa de Valores de Londres (EXPN) e compõe o índice FTSE 100.Job DescriptionEstamos procurando um Analista Cientista de Dados Sênior para se juntar à nossa equipe.O candidato (a) ideal terá experiência significativa em análise de dados, modelagem estatística e machine learning, além de habilidades avançadas em programação e manipulação de grandes volumes de dados. Este profissional será responsável por liderar projetos de análise de dados, desenvolver modelos preditivos e fornecer insights acionáveis para apoiar a tomada de decisões estratégicas.QualificationsO que buscamos em você!!Graduação em Ciência de Dados, Estatística, Matemática, Computação ou área relacionada;Conhecimento Databricks;Vivência em ambiente Azure será um diferencialProficiência em linguagens de programação como Python e SQL;Conhecimento em Analytics e Machine learning.Habilidade técnica e de negócios.Quais Serão Às Principais AtividadesManutenção e criação de novos modelos de machine learning;Estudos e análises olhando a ótica de insights para negócios;Captação e integração de dados externos via webscrapping e IA;Identificação de padrões internos e como se relacionam com índices e movimentos macroeconômicos;Apresentar resultados e recomendações para stakeholders de diferentes níveis hierárquicos;Testes de hipóteses;Manter-se atualizado com as últimas tendências e tecnologias em ciência de dados.Realizar análises exploratórias e descritivas de grandes conjuntos de dados.Colaborar com equipes multidisciplinares para identificar oportunidades de melhoria e inovação.Additional InformationNa Serasa Experian, acreditamos que a diversidade é fundamental para um ambiente de trabalho mais saudável e inovador, onde todas as pessoas possam trocar experiências e expressar suas ideias. Por isso, contamos com diversas ações para promover um recrutamento inclusivo e apoiar no desenvolvimento profissional das nossas pessoas. Além disso, temos os nossos grupos de afinidade, criados para empoderar e acolher as pessoas de grupos sub-representados:ExperianPride (comunidade LGBTQIAPN+), Ubuntu (equidade racial), Women in Experian (equidade de gênero) e aspire (pessoas com deficiência) e Connecting Generations (gerações).Venha fazer parte dessa transformação!Experian Careers - Creating a better tomorrow togetherFind out what its like to work for Experian by clicking hereShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4223949166
Data Scientist | Business Development,Shopee,"São Paulo, São Paulo, Brazil",1 week ago,"About The TeamSobre a ShôAqui na Shô, acreditamos que cada membro de nossa equipe é fundamental para o nosso sucesso, e que diversidade de perspectivas e vivências são essenciais para movimentar nosso negócio e impulsionar o nosso propósito de mudar o mundo para melhor.Fazer parte do nosso time é a oportunidade de se desenvolver dentro de uma cultura de muita agilidade. Se você ama assumir grandes responsabilidades e fazer o que nunca foi feito, a Shô é seu lugar. Aqui você terá grandes desafios, trabalhará em colaboração com um time diverso e contribuirá para o futuro do e-commerce no Brasil, criamos impacto positivo na vida de milhões de pessoas.Modelo de TrabalhoAdotamos um modelo de trabalho híbrido, esse modelo permite que as pessoas ajustem seu ambiente de trabalho de acordo com suas necessidades pessoais, ao mesmo tempo em que promove a colaboração e interação no escritório.Qual será a sua missãoDesenvolver modelos preditivos e de classificação e fornecer insights acionáveis que otimizem o desempenho comercial por meio da tomada de decisões baseadas em dados, garantindo o impacto estratégico da Shopee.Job DescriptionComo será o seu dia a diaDesenvolver e manter modelos preditivos e de classificaçãoAplicar algoritmos avançados de aprendizado de máquina e técnicas estatísticas (por exemplo, Random Forest, XGBoost) para resolver problemas comerciais complexos.Analisar grandes conjuntos de dados para descobrir tendências, padrões e percepções que orientam as decisões estratégicas.Colaborar com equipes multi-funcionais para garantir que as recomendações acionáveis sejam implementadas de forma eficaz.Melhorar continuamente a precisão e a escalabilidade do modelo com base nas necessidades comerciais e nos cenários de dados em evolução.Documentar processos, metodologias e resultados para garantir a transparência e a reprodutibilidade.RequirementsO que você precisa para assumir o desafioEnsino Superior Completo em Engenharia, Estatística, Ciência da Computação e áreas relacionadas;Nível avançado de conhecimento do Microsoft Office e do Excel, SQL e Python;Inglês avançado.BenefíciosAssistência médica e odontológica, estendendo-se aos dependentes;Parceira com Gympass e TotalPass;Vale Refeição/Alimentação flexível;Vale Transporte, Vale Mobilidade ou Estacionamento no local;Benefício flexível;Zenklub;Bônus anual discricionário, atrelado à performance.VEM FAZER HISTÓRIA COM A GENTE.O QUE TE FAZ ÚNICO, NOS FAZ MELHORES! 🧡Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4130577119
