title,company,location,posted,description,applicants,work_mode,link
Data Scientist,Sensor Tower,"São Paulo, São Paulo, Brazil",3 weeks ago,"About The RoleData Scientists at Sensor Tower are hybrid Data Scientists and Software Engineers. You would take data all the way from doing initial analysis to building data pipelines to final model implementation and monitoring. Data Scientists take full ownership of the back-end of the products they’re working on. We are looking for a hands-on thinker to help harvest new insights from our constantly growing foundation of quantitative information collected from the mobile app ecosystem.What You Will Work OnPrototype machine learning models in Python or Ruby.Analyze query performance to ensure calculation efficiency.Write tests for the implementation of machine learning models.Collaborate with back-end engineers to understand the raw data being collected.Collaborate with front-end engineers to create data visualizations for both external and internal customers.Conduct ad-hoc data analysis based on requests from the Sales, CSM or Contents team.Present results of various data analysis.Experience We Are Looking ForMaster’s degree or above in mathematics, statistics, or computer science.3+ years applied experience in business intelligence, data mining, analytics, or statistical modeling in technology or mobile industries OR 2+ years applied experience in data science in mobile market intelligence.Ability to write code that is ready for production (Python and Ruby preferred).Experience with adjusting data for bias.Substantial experience with databases, querying data, and data structure manipulation.Ability to communicate effectively with technical developers and non-technical marketing business partners.Ability to produce rough timelines for deliveries plus solid understanding of steps necessary to complete a project.Ability to come up with a rough project structure from scratch.Ability to critically analyse given data, ask probing questions, and perform own research.Substantial knowledge of statistical modeling techniques.Mastery of one or more statistical visualization or graphing toolkits such as Excel, Jupyter Notebooks, or Google Spreadsheets.Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4240681503
Cientista de Dados em People Analytics,Cielo,"Barueri, São Paulo, Brazil",4 days ago,"Job DescriptionSomos mais que uma máquina, somos pessoas que transformam ecriam infinitas possibilidades.Trabalhamos parasimplificar e impulsionar negócios para todas as pessoas,oferecendo soluções financeiras inteligentes. Aqui, investimos emtecnologia,promovemosdesenvolvimentoe fomentamos ainovaçãopara criar novos caminhos possíveis e gerar impacto positivo no mundo.Na Cielo, a gente trabalha comautonomiapara escrever nossa própria jornada,liberdadepara ser quem a gente é, e a oportunidade defazer acontecer.Somos um time que sonha no plural, oferecendo uma experiência completa e focando no bem-estar físico e mental de nossos mais de 6.000 colaboradores e suas famílias.Acreditamos nainclusão e acolhimentode todas as pessoas, com suas singularidades e diversidade de vivências.Bora realizar seus sonhos com a gente!Conheça mais sobre a áreaGerência de People Analytics:A Gerência de People Analytics tem como missão ser a área de referência no mercado atuando através de dados na estratégia de pessoas na Cielo.#VemPraCima #VemPraCieloResponsibilities and assignmentsTem Lugar Para Você Nesse PropósitoColetar, limpar, explorar e analisar dados de pessoas relacionados aos temas de RH, exemplos: recrutamento, performance, engajamento, turnover, dados de áreas comerciais, entre outros;Desenvolver modelos estatísticos preditivos / prescritivos (ex.: propensão de rotatitividade; análise de produtividade, clustering de perfis de colaboradores, etc);Criação de dashboards e visualizações de dados, garantir que esses dashboards respondam a perguntas estratégicas e estejam atualizados com dados confiáveis;Elaborar estudos de correlação e casualidade (ex: impacto de turnover sobre performance);Trabalhar com diferentes fontes de dados, de diversos sistemas, conhecimentos de automatizações de fluxo e garantir a qualidade dos dados/informações;Estabelecer parcerias internas e com áreas de negócio com o intuito de resolver problemas complexos e propor soluções baseadas em dados.Requirements And QualificationsO que o #TimeCielo espera de você?Formação superior completa em disciplina quantitativa, como Estatística, Matemática, Ciência de Dados, Economia, Finanças, Engenharia, Ciência da Computação e afins;Sólida experiência como Especialista de Dados ou função semelhante envolvendo extração de dados, análise, modelagem estatística e visualização de dados;Sólida experiência utilizando linguagens de consulta de dados e lógica de programação (exemplo: SQL, Python, R, entre outras linguagens);Análise estatística prática com uma sólida compreensão e utilização dos fundamentos de análise descritiva, probabilidade, regressão, inferência, testes de hipóteses, modelos de otimização e métodos quantitativos e/ou machine learning;Perfil analítico, raciocínio logico e de resolução de problemas, com grande capacidade de manipulação de dados estruturados e não estruturados, para simplificação de análises e processos;Desenvolvimento de apresentações executivas para liderança e áreas internas da companhia.Additional informationPor que viver infinitas possibilidades ao nosso lado?Assistência Médica e Odontológica;Remuneração Variável Anual (PPR);Auxílio Refeição e Alimentação;Modelo Híbrido;Auxílio Trabalho Remoto;Seguro de Vida;Seguro residencial e automóvel;Assistência funeral familiar;Previdência Privada;Canal de apoio à especialistas (nutrição, psicologia, ginecologia, etc);Campanha de Vacinação;Acesso à diversos cursos em nossa plataforma Educa;Wellhub;Fretado/vale-transporte ou estacionamento;Programa de Gestação Saudável;Licença Maternidade e Paternidade estendida;Auxílio Creche;Dress Code Flexível;Horário Flexível;Sexta-curta;Almoço estendido (1h30).Process stagesRegistrationTriagemEntrevista RHEntrevista Gestor(a)HiringVem pro #TimeCIelo, onde seu sonho de transformação encontra infinitas possibilidades de se tornar realidade!Somos mais que uma máquina, somos pessoas quesonham,transformame criaminfinitas possibilidadesjuntas.Aqui a gente é movido por sonhos e, mais importante, por transformação! Por isso, nos empenhamos todos os dias para cumprir anosso propósito de simplificar e impulsionar negócios para todas as pessoas, oferecendo soluções financeiras inteligentes e acessíveis que estão no dia a dia de quem movimenta o Brasil.Para isso, Investimos fortemente em tecnologia, criamos um ambiente propenso ao desenvolvimento e fomentamos a inovação para aumentar cada vez mais a nossa capacidade de criar novos caminhos possíveis e gerar impacto positivo no mundo.Trabalhar na Cielo é aprender na prática e construir uma carreira diariamente.No nosso dia a dia, a gente trabalha comautonomiapara escrever nossa própria jornada,liberdadepara ser quem a gente é e aoportunidadede fazer acontecer.Nós sonhamos no plural, acolhendo e ajudando a realizar os sonhos das mais de 6.000 pessoas que fazem parte do #TimeCielo. E, para torná-los realidade, a gente oferece uma experiência completa e inesquecível para o nosso time, focando no bem-estar físico e mental não apenas dos nossos colaboradores e colaboradoras, mas também de suas famílias.Além disso, a gente acredita que a resposta para conseguir vislumbrar novos futuros está na inclusão e acolhimento de todas as pessoas, com suassingularidadesediversidadede vivências. Por isso, não importa qual seja o seu sonho – pra sua vida, sua carreira, pra deixar sua marca no mundo –, tem lugar pra ele aqui, junto com os nossos. Vem pra Cima, vem pra Cielo!Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4232209586
"Staff Data Scientist, Risk",Brex,"São Paulo, São Paulo, Brazil",1 week ago,"Why join usBrex is the AI-powered spend platform. We help companies spend with confidence with integrated corporate cards, banking, and global payments, plus intuitive software for travel and expenses. Tens of thousands of companies from startups to enterprises — including DoorDash, Flexport, and Compass — use Brex to proactively control spend, reduce costs, and increase efficiency on a global scale.Working at Brex allows you to push your limits, challenge the status quo, and collaborate with some of the brightest minds in the industry. We’re committed to building a diverse team and inclusive culture and believe your potential should only be limited by how big you can dream. We make this a reality by empowering you with the tools, resources, and support you need to grow your career.Engineering at BrexThe Engineering team includes Data, IT, Security, and Software, and is responsible for building innovative products and infrastructure for both internal and external users. We have multiple autonomous and collaborative teams who are eager to learn, teach, and constantly improve how things work. Together, we strive to build robust and scalable systems that enable Brex to grow rapidly and help our customers reach their full potential.Risk Data Scienceat BrexThe Risk Data Science team leverages data and AI to manage financial risk (fraud, money laundering, and credit), striking a balance between mitigating those risks and creating a positive experience for our customers.What You’ll DoOur Data Scientists are responsible for the entire model development lifecycle from conception with stakeholders, developing the model in a notebook, putting it into production, and circling back with stakeholders to make product or strategic decisions.Where you’ll workThis role will be based in our Sao Paulo office. You must be willing to work in office at least 2 days per week on Wednesday and Thursday, starting the week of September 1st, 2025. when we open our Sao Paulo office. Employees will be able to work remotely for up to 4 weeks per year.ResponsibilitiesLead highly complex and ambiguous projects end-to-end: going from understanding business problems, proposing solutions and technical vision, to implementing data pipelines, training a model, putting the solution on production and creating monitoring for it.Be a Technical Leader for our group, being accountable for our technical quality and operations, leading by example and mentoring others on the team.Partner with cross-functional teams (ops, engineering, product, fraud, compliance and credit), to co-design strategies on how we should be managing risk.Requirements7+ years of experience in Data Science/ML rolesExpertise with Python Programming, SQL queries and ML-related frameworksStrong experience in the risk domain (Fraud, AML and/or Credit)Strong technical expertise in ML, with a focus in one relevant area for the team: Causal Inference, Reinforcement Learning, or others relevant to the domains above.Experience putting models in production and being accountable for their end-to-end lifecycle.Strong communication and interpersonal skillsEnglish proficiency/fluency, both written and spoken (note: interviews will be conducted in English).Must be willing to work in-office 2 days per week (Wednesday and Thursday) starting September 1st, 2025, when we open our São Paulo office.Bonus pointsExperience working with real-time data sets and building scalable ML platforms.Prior experience in the finance industry, particularly in lending, credit risk, or payments.LocationMust be working in Brazil at the start of rolePlease be aware, job-seekers may be at risk of targeting by malicious actors looking for personal data. Brex recruiters will only reach out via LinkedIn or email with a brex.com domain. Any outreach claiming to be from Brex via other sources should be ignored.Show moreShow less",N/A,Remote,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4234468836
Data Scientist SR,Keyrus,"São Paulo, São Paulo, Brazil",2 weeks ago,"A Keyrus acredita na diversidade e na inclusão. Encorajamos a todos a participarem em nosso processo de contratação, não importando o gênero, idade, raça, religião. Não permitimos nenhum tipo de discriminação. Isto é reforçado no processo de contratação e vivido dessa forma na empresa.Sabemos que grandes resultados só são alcançados com uma grande equipe, por isso procuramos pessoas talentosas e apaixonadas, com desejo de crescer profissionalmente e criar uma trajetória de carreira conosco.Papéis e ResponsabilidadesDesenvolver e implementar modelos estatísticos e de machine learning para resolver problemas de negócio complexos.Atuar em ambientes de dados tanto em nuvem quanto on-premise, garantindo integração eficiente e segura entre plataformas.Conduzir análises exploratórias de dados para identificar padrões, tendências e oportunidades de melhoria.Aplicar técnicas de inferência causal para entender o impacto de diferentes ações e intervenções.Colaborar com equipes multidisciplinares para definir objetivos, requisitos e métricas de sucesso.Comunicar de forma clara e eficaz os resultados das análises para diferentes públicos, incluindo stakeholders de negócio.Participar ativamente de todo o ciclo de vida de projetos de ciência de dados, desde a coleta e limpeza dos dados até a implantação e monitoramento dos modelos.Qualificações EssenciaisSólida experiência em ciência de dados, com foco em modelagem estatística, machine learning e inferência causal.Proficiência em linguagens de programação como Python e R (obrigatórios), com foco em bibliotecas como Pandas, Scikit-learn, Statsmodels.Experiência prática com frameworks de processamento de dados distribuídos, como PySpark.Experiência com ferramentas de versionamento de modelos e experimentação, como MLflow.Conhecimento aprofundado em técnicas de inferência causal, como modelos de regressão, matching, difference-in-differences, instrumental variables, etc.Familiaridade com bancos de dados relacionais (SQL) e não relacionais (NoSQL).Experiência com metodologias ágeis (Scrum, Kanban) e ferramentas de DevOps.Nossa missão é Auxiliar as empresas a extrair todo o potencial de Dados e Digital objetivando aumentar seu desempenho, ajudando na transformação, gerando novas alavancas de crescimento e competitividade.Vem fazer parte do Time Keyrus!Se você quiser saber mais sobre nós, convidamos você a visitar nosso site: http://www.keyrus.com/br/Desejamos boa sorte!😊🚀Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4228704960
Analista Júnior de Prevenção de Perdas com foco em Dados para Mercado Envios,Mercado Livre Brasil,"Guarulhos, São Paulo, Brazil",3 weeks ago,"No Mercado Livre estamos democratizando o comércio, o dinheiro e os pagamentos na América Latina.No Mercado Envios, administramos o estoque das pessoas que vendem e entregamos os produtos para as que compram, melhorando sua experiência em nossa plataforma. Em um mundo em constante evolução, nossa capacidade para entregar rapidamente os produtos que são comprados através do Mercado Livre tornou-se um requisito para competir. Faça parte da equipe que está liderando a logística na América Latina, oferecendo soluções customizadas de classe mundial e integrando carriers locais e regionais, através de um comércio que não reconhece fronteiras.Temos oportunidades para as pessoas que:Vibram energia empreendedora, são movidas pela curiosidade, nunca desistem e estão focadas em superar seus próprios limites.Dão o máximo, porque adoram trabalhar com compromisso e dedicação.Encaram as mudanças como oportunidades e aprendem com seus erros.A excelência e a execução são primordiais na sua forma de fazer as coisas.Promovem o bom clima, a alegria e a diversão.Sabem como construir com outras pessoas e desfrutam trabalhando em equipe.Imagine você empreendendo projetos desafiadores, dinâmicos e inovadores,sendo responsável por:Consolidar dados sobre perdas e danos para fundamentar decisões diárias, utilizando metodologias e estudos para identificar tendências relevantes.Coletar e analisar dados relacionados aos processos e suas respectivas perdas e inconsistências, além de propor alternativas e ações corretivas.Oferecer suporte operacional às áreas de Patrimônio e CCM, assegurando a eficácia das operações.Realizar visitas regulares às áreas de trabalho, realizando Gembas e interagindo com os departamentos de Operação, Experiência do Cliente, Inventário, Qualidade e Manutenção, com o intuito de impulsionar melhorias nos indicadores multifuncionais da operação.Apoiar a liderança de Loss Prevention na implementação de procedimentos e projetos corporativos, contribuindo para a eficácia das estratégias estabelecidas.Requisitos:Ter formação superior completa.Possuir noções de conhecimento em Prevenção de Perdas Auditoria e Logística.Contar com conhecimento em análise de dados, estratégias de melhoria contínua, gerenciamento de inventário e fundamentos de segurança.Contar com a disponibilidade de trabalho no modelo 100% presencial em Guarulhos, em horário Administrativo em uma escala 6x1, necessário possuir disponibilidade para atuação também em turnos.Nós lhe propomos:Ser parte de uma empresa com espírito empreendedor, na qual adoramos pensar grande e em longo prazo.Ser protagonista de seu desenvolvimento em um ambiente de oportunidades, aprendizagem, crescimento, expansão e projetos desafiadores.Compartilhar e aprender em equipe, com excelentes profissionais e especialistas.Um excelente clima de trabalho, com todo o necessário para você viver uma grande experiência. :)O Mercado Livre não faz contato oferecendo oportunidades em troca de pagamento de dinheiro. Você tem acesso a todas as oportunidades abertas no nosso site de carreiras. Caso receba pedidos de dinheiro, desconfie!Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4240377765
AI Engineer Specialist,XP Inc.,"São Paulo, São Paulo, Brazil",1 week ago,"Sobre nósA XP Inc. é uma das maiores instituições financeiras independente do Brasil, dona das marcas XP, Rico, Clear, XP Educação, InfoMoney, entre outras. Com mais de 4,6 milhões de clientes ativos e um valor superior a R$ 1,1 trilhão de ativos sob custódia, há 23 anos vem transformando o mercado financeiro para melhorar a vida das pessoas.Com uma cultura marcante guiada por quatro valores -Sonho Grande, Espírito Empreendedor, Foco no Cliente e Mente Aberta- a XP Inc. está sempre em busca dos melhores talentos que tem ambição de fazer o impossível.Sobre a OportunidadeNo time de Plataforma de IA da XP Inc, temos um propósito claro: construir soluções inovadoras que transformem a maneira como gerenciamos, construímos, monitoramos e testamos Agentes de IA e modelos em geral. Se você é apaixonado por tecnologia e tem sede de inovar, essa vaga é para você! Aqui, você terá a chance de influenciar tecnicamente o time e enfrentar desafios novos no mercado de IA Generativa.Desafios Que Você Vai Encontrar Por AquiConstruir soluções escaláveis que atendam às demandas do mercado de IA Generativa.Resolver desafios complexos relacionados à qualidade e resiliência de sistemas de IA.Construir sistemas multi-agentes que atuem de forma colaborativa e eficiente.Colaborar com um time multidisciplinar que valoriza a autonomia e a inovação.O Que Buscamos e Principais ResponsabilidadesComo AI Engineer Specialist, você terá a oportunidade de:Influenciar tecnicamente o time, promovendo um ambiente colaborativo e inovador.Construir e manter uma plataforma que dá vida a diversos produtos e inovações em IA.Projetar e implementar soluções escaláveis, garantindo a qualidade e a resiliência dos sistemas.Trabalhar em conjunto com equipes de diferentes áreas para entender as necessidades do negócio e traduzir essas necessidades em soluções eficazes.Pré-requisitos Para CandidaturaConhecimento prático em microserviços e mensageria.Experiência em NodeJS; Python e C# são diferenciais.Familiaridade com LLM e SLM, incluindo frameworks como LangChain e outros.Experiência com bancos de dados não relacionais, como MongoDB e Redis.Experiência na construção de sistemas multi-agentes.DiferenciaisConhecimentos em C#, Python e frameworks como LangChain ou LangGraph.Experiência prévia em projetos de IA Generativa.Benefícios:Saúde e Bem-estarPlano de saúde sem coparticipação (inclusive, para dependentes)Plano odontológicoWellhub (Gympass)ZenklubSeguro de VidaiFood Benefícios (VA e VR flexível)Vale TransporteNew Value (clube de benefícios)Licença parental: maternidade de 6 meses e paternidade de 20 dias.Auxílio CrecheVida FinanceiraFundos de Investimentos ExclusivosAssessoria de InvestimentosCartão XP Visa Infinite sem anuidadeCrédito (consignado, home equity, CCB Imobiliário, etc.)Modelo de Trabalho Presencial FlexívelO nosso modelo de trabalho varia de acordo com a função, podendo ser totalmente presencial para frentes de negócio e mais flexível para outras equipes.Seguimos um modelo com mais frequência presencial, mas sempre guiado por flexibilidade e autonomia com a responsabilidade da nossa cultura empreendedora.Aqui na XP Inc., valorizamos as interações pessoais e acreditamos no uso do escritório como uma ferramenta para potencializar nossas relações no trabalho.Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4250420400
Data Scientist,Capgemini,"São Paulo, São Paulo, Brazil",2 weeks ago,"Nossa OportunidadeEstamos à procura de um profissional para integrar o nosso time deCientista de Dados. Se você é uma pessoa talentosa e apaixonada por tecnologia que procura uma função híbrida dinâmica, então somos o lugar para você.Nossa oportunidade é Híbrida com jornada de trabalho flexível (40 horas semanais) e o modelo de contratação é CLT.AtividadesDesenvolver, implementar e manter modelos estatísticos, preditivos e de machine learning para apoiar decisões de negócio.Extrair, transformar e analisar grandes volumes de dados provenientes de múltiplas fontes (estruturadas e não estruturadas).Criar dashboards, relatórios analíticos e visualizações de dados para comunicação de insights às áreas de negócio.Trabalhar em conjunto com equipes de engenharia de dados, produto e negócios para entender problemas e identificar oportunidades baseadas em dados.Propor experimentos e realizar análises A/B para validar hipóteses e otimizar processos.Garantir a qualidade, integridade e governança dos dados utilizados.Documentar processos, metodologias e resultados para reprodutibilidade e compliance.Manter-se atualizado com tendências e novas tecnologias de ciência de dados e inteligência artificial.O Perfil Que BuscamosExperiência prática com linguagens de programação como Python, R ou Scala aplicadas a análise de dados.Sólido conhecimento em estatística, modelagem preditiva, machine learning e deep learning.Experiência com bibliotecas de ciência de dados como pandas, scikit-learn, TensorFlow, PyTorch, entre outras.Conhecimento de bancos de dados relacionais (SQL) e NoSQL.Experiência com ferramentas de visualização de dados como Power BI, Tableau ou equivalente.Familiaridade com ambientes de cloud computing (AWS, Azure, GCP) é um diferencial.Capacidade analítica, atenção a detalhes e pensamento crítico.Boa comunicação para traduzir análises técnicas em recomendações práticas de negócio.Get the future you wantPor meio de uma força de trabalho diversificada que representa nossa sociedade promovemos umacultura inclusiva, construindo um lugar onde nossos talentos são acompanhados por líderes transformacionais e equipes altamente engajadas. Através doSejaVocê@Capgeminiexpressamos o nosso compromisso em compreender continuamente as características e interesses que tornam cada uma das nossas pessoas únicas. Nos orgulhamos da nossa diversidade e estamos empenhados em promover um ambiente inclusivo e com equidade de oportunidades. Nossas vagas, são para todas as pessoasindependente de cor, etnia, religião, idade, identidade de gênero, orientação sexual ou deficiência.Somos reconhecidos pela GPTW como um ótimo lugar para trabalhar e uma das 10 melhores empresas para mulheres trabalharem no Brasil. Nosso compromisso com Equidade de Gênero também foi reconhecido pela Bloomberg pelo segundo ano consecutivo e somos certificados pela Edge e Edge Plus também focada em equidade de gênero. Além de estarmos no 11º ano consecutivo pelo Instituto Ethispere como uma das Empresas Mais Éticas do Mundo.Aqui você pode ser quem você é:Protagonista do seu desenvolvimento com oportunidades de aprendizagem, crescimento e atuação em projetos desafiadores.Além disso temos a preocupação em oferecer pacote de remuneração e benefícios competitivos no segmento, reconhecendo as competências, performance individual e de equipe. Voltados para o seuBem-estar Físico, Emocional, FinanceiroeFamiliar.Pacote de Benefícios: Assistência Médica, Telemedicina Einstein Conecta, Plano Odontológico, Convênio Farmácia, Acesso a plataformas de saúde física e mental (Gympass e Equilibrium), Vale Refeição, Seguro de Vida, Previdência Privada, Auxílio Home Office, Empréstimo consignado, Plano de Participação Acionária, Clube de benefícios e muito mais!Plano de carreira que incentiva sua jornada e desenvolvimento, proporcionando visibilidade de forma clara sobre as oportunidades de carreira e os requisitos necessários para o seu próximo nível.Universidade Corporativa e Learning Hub : Aqui você constrói a sua própria trilha de desenvolvimento com uma formação dinâmica e acelerada. Terá acesso gratuitamente a cursos disponíveis parceiros de alto nível para aprimorar suas habilidades técnicas e comportamentais. Além de contar com plataformas de ensino reconhecidas como Harvard Manage Mentor, Coursera, Udemy e Pluralsight.Acesso a certificações oficiais com nossos parceiros como: AI Breakthrough award, AWS, Avasant, CDP “A” list, Ecovadis, Everest, Ethisphere, Gartner, IDC Google, Microsoft, SAP, Salesforce, ServiceNow e muito mais.Através da EF Education First (English Live Brasil): Você terá acesso a plataforma on line, com aulas adaptadas ao seu nível para se desenvolver nos idiomas: Inglês, Espanhol, Francês e Alemão.Sobre a CapgeminiA Capgemini é líder global em parceria com empresas para transformar e gerenciar negócios, aproveitando o poder da tecnologia, desde estratégia e design até operações, alimentadas pelo mundo inovador e em rápida evolução da nuvem, dados, IA, conectividade, software, engenharia digital e plataformasContamos com mais de 360.000 profissionais presentes em mais de 50 países, em 2025 o Grupo reportou receitas globais de € 22 bilhões.Somos guiados diariamente pelo propósito de liberar a energia humana por meio da tecnologia para um futuro inclusivo e sustentável e por nossos sete valores:Honestidade, Audácia, Confiança, Liberdade, Espírito de equipe, Modéstia e Fun. Se você compartilha dos mesmos valores, aqui é o seu lugar!Show moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4245751592
Data Scientist II,Signifyd,"São Paulo, São Paulo, Brazil",1 week ago,"The Data Science team at Signifyd builds the models that power our fraud detection engine. Our machine learning pipeline keeps us one step ahead of fraudsters and their constantly evolving tactics and our research and experiments develop into new products that improve the merchant payments experience.We expect our data scientists to be hands-on. We carry solutions from a brainstorm to experimentation and all the way to deployment. We’re a varied group with a diversity of strengths -- some team members came to us from academic backgrounds, others from engineering, some from big companies and some from small, but all of us are curious and collaborative.We are looking for someone who embodies ourcompany values:Curious and Hungry:Be willing to do research and design experiments by being hands-onTenacious:Creating something new is hard work, and our Data Scientist team never gives upCustomer Passion:Be the backbone to our platform, and help us stay ahead of fraudstersDesign for Scale:Work with the rest of the Data Science team to make fraud protection at scale possibleAgile:Some days you may spend doing research and designing experiments while others are spent using your analytical toolbox to surface insights into real-time fraud attacks.Roll Up Your Sleeves:Partner closely internally to learn from others, and succeed as a teamHow you’ll have an impact:Building production machine learning models that identify fraudDesigning new algorithms that optimize all the key components of the Signifyd Commerce Protection PlatformWriting production and offline analytical code in Python and JavaResearching real-time emerging fraud patterns with the Risk Analysis teamWorking with distributed data pipelinesCommunicating complex ideas effectively to a variety of audiencesCollaborating with engineering teams to continuously strengthen our machine learning pipelineMentoring other members of the teamPast experience you’ll need:Bachelor's degree in computer science, applied mathematics, economics, or an analytical fieldAn advanced degree (M.S. or Ph.D) in an analytical field is a plusAt least 3+ years of experienceHands-on statistical analysis with a solid fundamental understandingDesigning experiments and collecting dataWriting code and reviewing others’ in a shared codebase, preferably in Python and JavaPractical SQL knowledgeFamiliarity with the Linux command lineFluent in EnglishExperience we love to see:Data analysis in a distributed environmentPassion for writing well-tested production-grade codeUsing visualizations to communicate analytical results to stakeholders outside your teamWorking directly with Go-to-Market teamsPrevious work in fraud, payments, or e-commerceCheck out how Data Science is powering the new era of EcommerceCheck out our Director of Data Science featured in Built InWe want to provide an inclusive interview experience for all, including people with disabilities. We are happy to provide reasonable accommodations to candidates in need of individualized support during the hiring process.Signifyd's Applicant Privacy NoticeShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4167476879
Pesquisador,Pamcary,"São Paulo, São Paulo, Brazil",3 weeks ago,"DescriçãoEstamos em busca de uma pessoa dinâmica, ágil e com bom relacionamento interpessoal, que nos apoiará em nossas atividades de pesquisa e busca de informações dentro da base de dados, realizar contato telefônico e atendimento de clientes via WhatsApp.ResponsabilidadesAtuar com sistema interno;Buscar informações dentro da base de dados e buscar informação dentro de sites públicos;Realizar contatos telefônicos para coleta de dados e atendimento de clientes via WhatsApp;Contato com motoristas e transportadoras;RequisitosHabilidades com comunicação(escrita e verbal)Pacote office básicoEnsino médio completoOferecemosVale-transporte;Vale-refeição;Plano de saúde;Plano odontológico.Seguro de VidaPrograma de Assistência Social (apoio emocional, financeiro e jurídico)Programa Futuros Pais (acompanhamento para mamães e papais do Telerisco e auxilio Creche)Parceria com o SESCParcerias de desconto em escolas, universidades e comércios locaisBoon + WellhubShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4236263388
Cientista de Dados Sr.,PicPay,"São Paulo, São Paulo, Brazil",3 weeks ago,"Sobre o PicPayCom mais de dez anos de história, o PicPay é um ecossistema completo de serviços financeiros e não-financeiros que tem como objetivo atender as necessidades diárias de milhares de pessoas e negócios, tornando-se a sua principal conta do dia a dia.Fundada em Vitória (ES), a empresa já conta com mais de 35 milhões de clientes ativos e faz parte do grupo J&F, um dos maiores conglomerados empresariais do Brasil. A companhia atua em diversas frentes, como Serviços Financeiros para Pessoa Física, Serviços Financeiros para Pessoa Jurídica, Investimentos e PicPay Shop.Pautados pela nossa cultura, seguimos no propósito de dar muito mais pique para a vida de milhões de brasileiros. Conheça nossos valores: Atitude de Dono(a), Disciplina, Determinação, Disponibilidade, Simplicidade, Humildade e Franqueza.O respeito, a ética, a busca pela equidade e a valorização da pluralidade são elementos inegociáveis e fazem parte da prática no nosso dia a dia aqui no PicPay. Por isso, esta vaga está aberta para todas as pessoas, independente de gênero, religião, etnia, deficiência, idade, orientação sexual ou qualquer outro fator.Sobre a vaga:Estamos em busca de um(a) Cientista de Dados para compor nosso time de Prevenção à Fraude, com foco no desenvolvimento de soluções de machine learning que garantam decisões seguras e eficientes em tempo real para o problema de fraude transacional.Profissional responsável por atuar de ponta a ponta na construção e manutenção de modelos preditivos voltados para detecção e mitigação de fraudes que garantam a melhor eficiência para o negócio.Responsabilidade e atribuições:Atuar em todo o ciclo de vida de modelos de machine learning para prevenção à fraude, incluindo definição de público, construção de target, engenharia de features e modelagem.Desenvolver, manter e disponibilizar feature stores para uso em modelagem e produção.Automatizar pipelines de modelagem e reavaliação periódica de modelos.Avaliar e selecionar algoritmos com base em performance, estabilidade e impacto no negócio.Criar e manter APIs para scoring em tempo real e em batch.Homologar modelos em produção, garantindo conformidade com os backtests e expectativas de negócio.Trabalhar em parceria com times de tecnologia para deploy e sustentação dos modelos em produção.Assegurar a implementação e manutenção de monitoramento contínuo dos modelos.Documentar os processos de desenvolvimento e implantação dos modelos e features.Requisitos e qualificações:Modelagem estatísticaConhecimento e experiência com modelos de classificaçãoPySparkPythonMLFlowGitHubAWSConhecimento e experiência sobre APIs e banco de dados produtivos (diferencial)O que oferecemos:Saúde e Bem-estarAssistência Médica e Odontológica;Seguro de Vida;Programa Lado a Lado, com apoio jurídico, social, psicológico e financeiro;TotalPass.Alimentação/ Mobilidade ou Teletrabalho:Cartão de crédito PicPay Benefícios, com ampla aceitação, onde você recebe seu saldo de Alimentação/Refeição e Mobilidade ou Teletrabalho (de acordo com o seu contrato de trabalho).Licença Paternidade e Maternidade:Licença Maternidade estendida de 6 meses, e de Paternidade também estendida de 20 dias.Programa ""Novo Ser"", que acompanha nossas mamães durante toda a gestação e no retorno da licença. Falando nisso, ao retornar da licença maternidade, as mamães ainda contam com a ajuda do Auxílio Creche e também os papais que possuem guarda unilateral ou compartilhada.Reconhecemos resultados: PPR-Participação nos Resultados do PicPay.#VemserPicpayLover #PicpayShow moreShow less",N/A,On-site/Hybrid,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4212544406
